date,team,team_code,opponent,size,lineup,seconds,plus_minus,minutes,pm_per36
2026-07-24,Panteras,AGS,DRM,3,#0 JARON MARTIN / #24 GABRIEL GIRON / #4 TYLER CHEESE,351,3,5.85,18.46
2026-07-24,Panteras,AGS,DRM,3,#10 JONATAN MACHADO / #24 GABRIEL GIRON / #3 JALIN BILLINGSLEY,218,2,3.63,19.82
2026-07-24,Panteras,AGS,DRM,3,#10 JONATAN MACHADO / #24 GABRIEL GIRON / #4 TYLER CHEESE,173,-1,2.88,-12.49
2026-07-24,Panteras,AGS,DRM,3,#10 JONATAN MACHADO / #3 JALIN BILLINGSLEY / #4 TYLER CHEESE,218,3,3.63,29.72
2026-07-24,Panteras,AGS,DRM,3,#24 GABRIEL GIRON / #3 JALIN BILLINGSLEY / #4 TYLER CHEESE,149,5,2.48,72.48
2026-07-24,Panteras,AGS,DRM,4,#0 JARON MARTIN / #10 JONATAN MACHADO / #24 GABRIEL GIRON / #3 JALIN BILLINGSLEY,218,2,3.63,19.82
2026-07-24,Panteras,AGS,DRM,4,#0 JARON MARTIN / #10 JONATAN MACHADO / #24 GABRIEL GIRON / #4 TYLER CHEESE,173,-1,2.88,-12.49
2026-07-24,Panteras,AGS,DRM,4,#0 JARON MARTIN / #10 JONATAN MACHADO / #3 JALIN BILLINGSLEY / #4 TYLER CHEESE,65,1,1.08,33.23
2026-07-24,Panteras,AGS,DRM,4,#0 JARON MARTIN / #24 GABRIEL GIRON / #3 JALIN BILLINGSLEY / #4 TYLER CHEESE,149,5,2.48,72.48
2026-07-24,Panteras,AGS,DRM,4,#10 JONATAN MACHADO / #24 GABRIEL GIRON / #3 JALIN BILLINGSLEY / #4 TYLER CHEESE,24,1,0.4,90.0
2026-07-24,Panteras,AGS,DRM,5,#0 JARON MARTIN / #10 JONATAN MACHADO / #24 GABRIEL GIRON / #3 JALIN BILLINGSLEY / #4 TYLER CHEESE,24,1,0.4,90.0
2026-07-24,Panteras,AGS,DRM,1,#2 SHAUN WILLETT,893,0,14.88,0.0
2026-07-24,Panteras,AGS,DRM,2,#0 JARON MARTIN / #2 SHAUN WILLETT,211,-3,3.52,-30.71
2026-07-24,Panteras,AGS,DRM,2,#10 JONATAN MACHADO / #2 SHAUN WILLETT,522,6,8.7,24.83
2026-07-24,Panteras,AGS,DRM,2,#2 SHAUN WILLETT / #3 JALIN BILLINGSLEY,194,2,3.23,22.27
2026-07-24,Panteras,AGS,DRM,2,#2 SHAUN WILLETT / #4 TYLER CHEESE,848,0,14.13,0.0
2026-07-24,Panteras,AGS,DRM,3,#0 JARON MARTIN / #10 JONATAN MACHADO / #2 SHAUN WILLETT,58,0,0.97,0.0
2026-07-24,Panteras,AGS,DRM,3,#0 JARON MARTIN / #2 SHAUN WILLETT / #3 JALIN BILLINGSLEY,41,0,0.68,0.0
2026-07-24,Panteras,AGS,DRM,3,#0 JARON MARTIN / #2 SHAUN WILLETT / #4 TYLER CHEESE,166,-3,2.77,-39.04
2026-07-24,Panteras,AGS,DRM,3,#10 JONATAN MACHADO / #2 SHAUN WILLETT / #3 JALIN BILLINGSLEY,194,2,3.23,22.27
2026-07-24,Panteras,AGS,DRM,3,#10 JONATAN MACHADO / #2 SHAUN WILLETT / #4 TYLER CHEESE,522,6,8.7,24.83
2026-07-24,Panteras,AGS,DRM,3,#2 SHAUN WILLETT / #3 JALIN BILLINGSLEY / #4 TYLER CHEESE,194,2,3.23,22.27
2026-07-24,Panteras,AGS,DRM,4,#0 JARON MARTIN / #10 JONATAN MACHADO / #2 SHAUN WILLETT / #3 JALIN BILLINGSLEY,41,0,0.68,0.0
2026-07-24,Panteras,AGS,DRM,4,#0 JARON MARTIN / #10 JONATAN MACHADO / #2 SHAUN WILLETT / #4 TYLER CHEESE,58,0,0.97,0.0
2026-07-24,Panteras,AGS,DRM,4,#0 JARON MARTIN / #2 SHAUN WILLETT / #3 JALIN BILLINGSLEY / #4 TYLER CHEESE,41,0,0.68,0.0
2026-07-24,Panteras,AGS,DRM,4,#10 JONATAN MACHADO / #2 SHAUN WILLETT / #3 JALIN BILLINGSLEY / #4 TYLER CHEESE,194,2,3.23,22.27
2026-07-24,Panteras,AGS,DRM,5,#0 JARON MARTIN / #10 JONATAN MACHADO / #2 SHAUN WILLETT / #3 JALIN BILLINGSLEY / #4 TYLER CHEESE,41,0,0.68,0.0
2026-07-24,Panteras,AGS,DRM,1,#5 DAIVIEN WILLIAMSON,674,6,11.23,19.23
2026-07-24,Panteras,AGS,DRM,2,#10 JONATAN MACHADO / #5 DAIVIEN WILLIAMSON,464,6,7.73,27.93
2026-07-24,Panteras,AGS,DRM,2,#2 SHAUN WILLETT / #5 DAIVIEN WILLIAMSON,674,6,11.23,19.23
2026-07-24,Panteras,AGS,DRM,2,#3 JALIN BILLINGSLEY / #5 DAIVIEN WILLIAMSON,153,2,2.55,28.24
2026-07-24,Panteras,AGS,DRM,2,#4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON,674,6,11.23,19.23
2026-07-24,Panteras,AGS,DRM,3,#10 JONATAN MACHADO / #2 SHAUN WILLETT / #5 DAIVIEN WILLIAMSON,464,6,7.73,27.93
2026-07-24,Panteras,AGS,DRM,3,#10 JONATAN MACHADO / #3 JALIN BILLINGSLEY / #5 DAIVIEN WILLIAMSON,153,2,2.55,28.24
2026-07-24,Panteras,AGS,DRM,3,#10 JONATAN MACHADO / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON,464,6,7.73,27.93
2026-07-24,Panteras,AGS,DRM,3,#2 SHAUN WILLETT / #3 JALIN BILLINGSLEY / #5 DAIVIEN WILLIAMSON,153,2,2.55,28.24
2026-07-24,Panteras,AGS,DRM,3,#2 SHAUN WILLETT / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON,674,6,11.23,19.23
2026-07-24,Panteras,AGS,DRM,3,#3 JALIN BILLINGSLEY / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON,153,2,2.55,28.24
2026-07-24,Panteras,AGS,DRM,4,#10 JONATAN MACHADO / #2 SHAUN WILLETT / #3 JALIN BILLINGSLEY / #5 DAIVIEN WILLIAMSON,153,2,2.55,28.24
2026-07-24,Panteras,AGS,DRM,4,#10 JONATAN MACHADO / #2 SHAUN WILLETT / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON,464,6,7.73,27.93
2026-07-24,Panteras,AGS,DRM,4,#10 JONATAN MACHADO / #3 JALIN BILLINGSLEY / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON,153,2,2.55,28.24
2026-07-24,Panteras,AGS,DRM,4,#2 SHAUN WILLETT / #3 JALIN BILLINGSLEY / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON,153,2,2.55,28.24
2026-07-24,Panteras,AGS,DRM,5,#10 JONATAN MACHADO / #2 SHAUN WILLETT / #3 JALIN BILLINGSLEY / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON,153,2,2.55,28.24
2026-07-24,Panteras,AGS,DRM,1,#7 JORGE DE LA SERNA,371,7,6.18,40.75
2026-07-24,Panteras,AGS,DRM,2,#10 JONATAN MACHADO / #7 JORGE DE LA SERNA,371,7,6.18,40.75
2026-07-24,Panteras,AGS,DRM,2,#2 SHAUN WILLETT / #7 JORGE DE LA SERNA,241,7,4.02,62.74
2026-07-24,Panteras,AGS,DRM,2,#4 TYLER CHEESE / #7 JORGE DE LA SERNA,371,7,6.18,40.75
2026-07-24,Panteras,AGS,DRM,2,#5 DAIVIEN WILLIAMSON / #7 JORGE DE LA SERNA,241,7,4.02,62.74
2026-07-24,Panteras,AGS,DRM,3,#10 JONATAN MACHADO / #2 SHAUN WILLETT / #7 JORGE DE LA SERNA,241,7,4.02,62.74
2026-07-24,Panteras,AGS,DRM,3,#10 JONATAN MACHADO / #4 TYLER CHEESE / #7 JORGE DE LA SERNA,371,7,6.18,40.75
2026-07-24,Panteras,AGS,DRM,3,#10 JONATAN MACHADO / #5 DAIVIEN WILLIAMSON / #7 JORGE DE LA SERNA,241,7,4.02,62.74
2026-07-24,Panteras,AGS,DRM,3,#2 SHAUN WILLETT / #4 TYLER CHEESE / #7 JORGE DE LA SERNA,241,7,4.02,62.74
2026-07-24,Panteras,AGS,DRM,3,#2 SHAUN WILLETT / #5 DAIVIEN WILLIAMSON / #7 JORGE DE LA SERNA,241,7,4.02,62.74
2026-07-24,Panteras,AGS,DRM,3,#4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON / #7 JORGE DE LA SERNA,241,7,4.02,62.74
2026-07-24,Panteras,AGS,DRM,4,#10 JONATAN MACHADO / #2 SHAUN WILLETT / #4 TYLER CHEESE / #7 JORGE DE LA SERNA,241,7,4.02,62.74
2026-07-24,Panteras,AGS,DRM,4,#10 JONATAN MACHADO / #2 SHAUN WILLETT / #5 DAIVIEN WILLIAMSON / #7 JORGE DE LA SERNA,241,7,4.02,62.74
2026-07-24,Panteras,AGS,DRM,4,#10 JONATAN MACHADO / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON / #7 JORGE DE LA SERNA,241,7,4.02,62.74
2026-07-24,Panteras,AGS,DRM,4,#2 SHAUN WILLETT / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON / #7 JORGE DE LA SERNA,241,7,4.02,62.74
2026-07-24,Panteras,AGS,DRM,5,#10 JONATAN MACHADO / #2 SHAUN WILLETT / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON / #7 JORGE DE LA SERNA,241,7,4.02,62.74
2026-07-24,Panteras,AGS,DRM,2,#0 JARON MARTIN / #7 JORGE DE LA SERNA,130,0,2.17,0.0
2026-07-24,Panteras,AGS,DRM,3,#0 JARON MARTIN / #10 JONATAN MACHADO / #7 JORGE DE LA SERNA,130,0,2.17,0.0
2026-07-24,Panteras,AGS,DRM,3,#0 JARON MARTIN / #2 SHAUN WILLETT / #7 JORGE DE LA SERNA,0,0,0.0,0.0
2026-07-24,Panteras,AGS,DRM,3,#0 JARON MARTIN / #4 TYLER CHEESE / #7 JORGE DE LA SERNA,130,0,2.17,0.0
2026-07-24,Panteras,AGS,DRM,4,#0 JARON MARTIN / #10 JONATAN MACHADO / #2 SHAUN WILLETT / #7 JORGE DE LA SERNA,0,0,0.0,0.0
2026-07-24,Panteras,AGS,DRM,4,#0 JARON MARTIN / #10 JONATAN MACHADO / #4 TYLER CHEESE / #7 JORGE DE LA SERNA,130,0,2.17,0.0
2026-07-24,Panteras,AGS,DRM,4,#0 JARON MARTIN / #2 SHAUN WILLETT / #4 TYLER CHEESE / #7 JORGE DE LA SERNA,0,0,0.0,0.0
2026-07-24,Panteras,AGS,DRM,5,#0 JARON MARTIN / #10 JONATAN MACHADO / #2 SHAUN WILLETT / #4 TYLER CHEESE / #7 JORGE DE LA SERNA,0,0,0.0,0.0
2026-07-24,Panteras,AGS,DRM,2,#2 SHAUN WILLETT / #21 MIKYLE MCINTOSH,335,-5,5.58,-32.24
2026-07-24,Panteras,AGS,DRM,2,#21 MIKYLE MCINTOSH / #7 JORGE DE LA SERNA,0,0,0.0,0.0
2026-07-24,Panteras,AGS,DRM,3,#0 JARON MARTIN / #2 SHAUN WILLETT / #21 MIKYLE MCINTOSH,153,-3,2.55,-42.35
2026-07-24,Panteras,AGS,DRM,3,#0 JARON MARTIN / #21 MIKYLE MCINTOSH / #7 JORGE DE LA SERNA,0,0,0.0,0.0
2026-07-24,Panteras,AGS,DRM,3,#2 SHAUN WILLETT / #21 MIKYLE MCINTOSH / #4 TYLER CHEESE,290,-5,4.83,-37.24
2026-07-24,Panteras,AGS,DRM,3,#2 SHAUN WILLETT / #21 MIKYLE MCINTOSH / #7 JORGE DE LA SERNA,0,0,0.0,0.0
2026-07-24,Panteras,AGS,DRM,3,#21 MIKYLE MCINTOSH / #4 TYLER CHEESE / #7 JORGE DE LA SERNA,0,0,0.0,0.0
2026-07-24,Panteras,AGS,DRM,4,#0 JARON MARTIN / #2 SHAUN WILLETT / #21 MIKYLE MCINTOSH / #4 TYLER CHEESE,108,-3,1.8,-60.0
2026-07-24,Panteras,AGS,DRM,4,#0 JARON MARTIN / #2 SHAUN WILLETT / #21 MIKYLE MCINTOSH / #7 JORGE DE LA SERNA,0,0,0.0,0.0
2026-07-24,Panteras,AGS,DRM,4,#0 JARON MARTIN / #21 MIKYLE MCINTOSH / #4 TYLER CHEESE / #7 JORGE DE LA SERNA,0,0,0.0,0.0
2026-07-24,Panteras,AGS,DRM,4,#2 SHAUN WILLETT / #21 MIKYLE MCINTOSH / #4 TYLER CHEESE / #7 JORGE DE LA SERNA,0,0,0.0,0.0
2026-07-24,Panteras,AGS,DRM,5,#0 JARON MARTIN / #2 SHAUN WILLETT / #21 MIKYLE MCINTOSH / #4 TYLER CHEESE / #7 JORGE DE LA SERNA,0,0,0.0,0.0
2026-07-24,Panteras,AGS,DRM,2,#15 MIGUEL SIMON / #2 SHAUN WILLETT,360,-8,6.0,-48.0
2026-07-24,Panteras,AGS,DRM,2,#15 MIGUEL SIMON / #4 TYLER CHEESE,387,-10,6.45,-55.81
2026-07-24,Panteras,AGS,DRM,3,#0 JARON MARTIN / #15 MIGUEL SIMON / #2 SHAUN WILLETT,170,-3,2.83,-38.12
2026-07-24,Panteras,AGS,DRM,3,#0 JARON MARTIN / #15 MIGUEL SIMON / #4 TYLER CHEESE,197,-5,3.28,-54.82
2026-07-24,Panteras,AGS,DRM,3,#15 MIGUEL SIMON / #2 SHAUN WILLETT / #21 MIKYLE MCINTOSH,335,-5,5.58,-32.24
2026-07-24,Panteras,AGS,DRM,3,#15 MIGUEL SIMON / #2 SHAUN WILLETT / #4 TYLER CHEESE,315,-8,5.25,-54.86
2026-07-24,Panteras,AGS,DRM,3,#15 MIGUEL SIMON / #21 MIKYLE MCINTOSH / #4 TYLER CHEESE,343,-5,5.72,-31.49
2026-07-24,Panteras,AGS,DRM,4,#0 JARON MARTIN / #15 MIGUEL SIMON / #2 SHAUN WILLETT / #21 MIKYLE MCINTOSH,153,-3,2.55,-42.35
2026-07-24,Panteras,AGS,DRM,4,#0 JARON MARTIN / #15 MIGUEL SIMON / #2 SHAUN WILLETT / #4 TYLER CHEESE,125,-3,2.08,-51.84
2026-07-24,Panteras,AGS,DRM,4,#0 JARON MARTIN / #15 MIGUEL SIMON / #21 MIKYLE MCINTOSH / #4 TYLER CHEESE,161,-3,2.68,-40.25
2026-07-24,Panteras,AGS,DRM,4,#15 MIGUEL SIMON / #2 SHAUN WILLETT / #21 MIKYLE MCINTOSH / #4 TYLER CHEESE,290,-5,4.83,-37.24
2026-07-24,Panteras,AGS,DRM,5,#0 JARON MARTIN / #15 MIGUEL SIMON / #2 SHAUN WILLETT / #21 MIKYLE MCINTOSH / #4 TYLER CHEESE,108,-3,1.8,-60.0
2026-07-24,Panteras,AGS,DRM,2,#1 AHMED HILL / #2 SHAUN WILLETT,45,0,0.75,0.0
2026-07-24,Panteras,AGS,DRM,3,#0 JARON MARTIN / #1 AHMED HILL / #2 SHAUN WILLETT,45,0,0.75,0.0
2026-07-24,Panteras,AGS,DRM,3,#1 AHMED HILL / #15 MIGUEL SIMON / #2 SHAUN WILLETT,45,0,0.75,0.0
2026-07-24,Panteras,AGS,DRM,3,#1 AHMED HILL / #2 SHAUN WILLETT / #21 MIKYLE MCINTOSH,45,0,0.75,0.0
2026-07-24,Panteras,AGS,DRM,4,#0 JARON MARTIN / #1 AHMED HILL / #15 MIGUEL SIMON / #2 SHAUN WILLETT,45,0,0.75,0.0
2026-07-24,Panteras,AGS,DRM,4,#0 JARON MARTIN / #1 AHMED HILL / #2 SHAUN WILLETT / #21 MIKYLE MCINTOSH,45,0,0.75,0.0
2026-07-24,Panteras,AGS,DRM,4,#1 AHMED HILL / #15 MIGUEL SIMON / #2 SHAUN WILLETT / #21 MIKYLE MCINTOSH,45,0,0.75,0.0
2026-07-24,Panteras,AGS,DRM,5,#0 JARON MARTIN / #1 AHMED HILL / #15 MIGUEL SIMON / #2 SHAUN WILLETT / #21 MIKYLE MCINTOSH,45,0,0.75,0.0
2026-07-24,Panteras,AGS,DRM,2,#1 AHMED HILL / #24 GABRIEL GIRON,835,4,13.92,10.35
2026-07-24,Panteras,AGS,DRM,2,#15 MIGUEL SIMON / #24 GABRIEL GIRON,721,-2,12.02,-5.99
2026-07-24,Panteras,AGS,DRM,2,#21 MIKYLE MCINTOSH / #24 GABRIEL GIRON,199,4,3.32,43.42
2026-07-24,Panteras,AGS,DRM,3,#0 JARON MARTIN / #1 AHMED HILL / #24 GABRIEL GIRON,835,4,13.92,10.35
2026-07-24,Panteras,AGS,DRM,3,#0 JARON MARTIN / #15 MIGUEL SIMON / #24 GABRIEL GIRON,713,1,11.88,3.03
2026-07-24,Panteras,AGS,DRM,3,#0 JARON MARTIN / #21 MIKYLE MCINTOSH / #24 GABRIEL GIRON,199,4,3.32,43.42
