date,team,team_code,opponent,size,lineup,seconds,plus_minus,minutes,pm_per36
2026-07-24,Diablos Rojos,DRM,AGS,3,#10 BRUNO PEDRO / #66 GLENN COSEY / #9 THOMAS DRECHSEL,238,-5,3.97,-45.38
2026-07-24,Diablos Rojos,DRM,AGS,4,#10 BRUNO PEDRO / #24 MICHAEL CARRERA / #6 SANTIAGO SCALA / #66 GLENN COSEY,140,-4,2.33,-61.71
2026-07-24,Diablos Rojos,DRM,AGS,4,#10 BRUNO PEDRO / #24 MICHAEL CARRERA / #6 SANTIAGO SCALA / #9 THOMAS DRECHSEL,40,-2,0.67,-108.0
2026-07-24,Diablos Rojos,DRM,AGS,4,#10 BRUNO PEDRO / #24 MICHAEL CARRERA / #66 GLENN COSEY / #9 THOMAS DRECHSEL,221,-3,3.68,-29.32
2026-07-24,Diablos Rojos,DRM,AGS,4,#10 BRUNO PEDRO / #6 SANTIAGO SCALA / #66 GLENN COSEY / #9 THOMAS DRECHSEL,11,-2,0.18,-392.73
2026-07-24,Diablos Rojos,DRM,AGS,5,#10 BRUNO PEDRO / #24 MICHAEL CARRERA / #6 SANTIAGO SCALA / #66 GLENN COSEY / #9 THOMAS DRECHSEL,11,-2,0.18,-392.73
2026-07-24,Diablos Rojos,DRM,AGS,2,#0 YAN DJALO / #10 BRUNO PEDRO,326,-8,5.43,-53.01
2026-07-24,Diablos Rojos,DRM,AGS,2,#0 YAN DJALO / #24 MICHAEL CARRERA,411,-7,6.85,-36.79
2026-07-24,Diablos Rojos,DRM,AGS,2,#0 YAN DJALO / #66 GLENN COSEY,557,-1,9.28,-3.88
2026-07-24,Diablos Rojos,DRM,AGS,3,#0 YAN DJALO / #10 BRUNO PEDRO / #24 MICHAEL CARRERA,309,-6,5.15,-41.94
2026-07-24,Diablos Rojos,DRM,AGS,3,#0 YAN DJALO / #10 BRUNO PEDRO / #66 GLENN COSEY,326,-8,5.43,-53.01
2026-07-24,Diablos Rojos,DRM,AGS,3,#0 YAN DJALO / #10 BRUNO PEDRO / #9 THOMAS DRECHSEL,131,-3,2.18,-49.47
2026-07-24,Diablos Rojos,DRM,AGS,3,#0 YAN DJALO / #24 MICHAEL CARRERA / #66 GLENN COSEY,411,-7,6.85,-36.79
2026-07-24,Diablos Rojos,DRM,AGS,3,#0 YAN DJALO / #24 MICHAEL CARRERA / #9 THOMAS DRECHSEL,114,-1,1.9,-18.95
2026-07-24,Diablos Rojos,DRM,AGS,3,#0 YAN DJALO / #66 GLENN COSEY / #9 THOMAS DRECHSEL,225,2,3.75,19.2
2026-07-24,Diablos Rojos,DRM,AGS,4,#0 YAN DJALO / #10 BRUNO PEDRO / #24 MICHAEL CARRERA / #66 GLENN COSEY,309,-6,5.15,-41.94
2026-07-24,Diablos Rojos,DRM,AGS,4,#0 YAN DJALO / #10 BRUNO PEDRO / #24 MICHAEL CARRERA / #9 THOMAS DRECHSEL,114,-1,1.9,-18.95
2026-07-24,Diablos Rojos,DRM,AGS,4,#0 YAN DJALO / #10 BRUNO PEDRO / #66 GLENN COSEY / #9 THOMAS DRECHSEL,131,-3,2.18,-49.47
2026-07-24,Diablos Rojos,DRM,AGS,4,#0 YAN DJALO / #24 MICHAEL CARRERA / #66 GLENN COSEY / #9 THOMAS DRECHSEL,114,-1,1.9,-18.95
2026-07-24,Diablos Rojos,DRM,AGS,5,#0 YAN DJALO / #10 BRUNO PEDRO / #24 MICHAEL CARRERA / #66 GLENN COSEY / #9 THOMAS DRECHSEL,114,-1,1.9,-18.95
2026-07-24,Diablos Rojos,DRM,AGS,2,#10 BRUNO PEDRO / #7 JOSE CRUZ,287,-3,4.78,-22.58
2026-07-24,Diablos Rojos,DRM,AGS,2,#66 GLENN COSEY / #7 JOSE CRUZ,482,2,8.03,8.96
2026-07-24,Diablos Rojos,DRM,AGS,3,#0 YAN DJALO / #10 BRUNO PEDRO / #7 JOSE CRUZ,162,-3,2.7,-40.0
2026-07-24,Diablos Rojos,DRM,AGS,3,#0 YAN DJALO / #24 MICHAEL CARRERA / #7 JOSE CRUZ,145,-1,2.42,-14.9
2026-07-24,Diablos Rojos,DRM,AGS,3,#0 YAN DJALO / #66 GLENN COSEY / #7 JOSE CRUZ,256,2,4.27,16.88
2026-07-24,Diablos Rojos,DRM,AGS,3,#10 BRUNO PEDRO / #24 MICHAEL CARRERA / #7 JOSE CRUZ,270,-1,4.5,-8.0
2026-07-24,Diablos Rojos,DRM,AGS,3,#10 BRUNO PEDRO / #66 GLENN COSEY / #7 JOSE CRUZ,258,-3,4.3,-25.12
2026-07-24,Diablos Rojos,DRM,AGS,3,#24 MICHAEL CARRERA / #66 GLENN COSEY / #7 JOSE CRUZ,371,-1,6.18,-5.82
2026-07-24,Diablos Rojos,DRM,AGS,4,#0 YAN DJALO / #10 BRUNO PEDRO / #24 MICHAEL CARRERA / #7 JOSE CRUZ,145,-1,2.42,-14.9
2026-07-24,Diablos Rojos,DRM,AGS,4,#0 YAN DJALO / #10 BRUNO PEDRO / #66 GLENN COSEY / #7 JOSE CRUZ,162,-3,2.7,-40.0
2026-07-24,Diablos Rojos,DRM,AGS,4,#0 YAN DJALO / #24 MICHAEL CARRERA / #66 GLENN COSEY / #7 JOSE CRUZ,145,-1,2.42,-14.9
2026-07-24,Diablos Rojos,DRM,AGS,4,#10 BRUNO PEDRO / #24 MICHAEL CARRERA / #66 GLENN COSEY / #7 JOSE CRUZ,241,-1,4.02,-8.96
2026-07-24,Diablos Rojos,DRM,AGS,5,#0 YAN DJALO / #10 BRUNO PEDRO / #24 MICHAEL CARRERA / #66 GLENN COSEY / #7 JOSE CRUZ,145,-1,2.42,-14.9
2026-07-24,Diablos Rojos,DRM,AGS,3,#0 YAN DJALO / #10 BRUNO PEDRO / #6 SANTIAGO SCALA,50,-4,0.83,-172.8
2026-07-24,Diablos Rojos,DRM,AGS,3,#0 YAN DJALO / #24 MICHAEL CARRERA / #6 SANTIAGO SCALA,152,-5,2.53,-71.05
2026-07-24,Diablos Rojos,DRM,AGS,3,#0 YAN DJALO / #6 SANTIAGO SCALA / #66 GLENN COSEY,187,-2,3.12,-23.1
2026-07-24,Diablos Rojos,DRM,AGS,4,#0 YAN DJALO / #10 BRUNO PEDRO / #24 MICHAEL CARRERA / #6 SANTIAGO SCALA,50,-4,0.83,-172.8
2026-07-24,Diablos Rojos,DRM,AGS,4,#0 YAN DJALO / #10 BRUNO PEDRO / #6 SANTIAGO SCALA / #66 GLENN COSEY,50,-4,0.83,-172.8
2026-07-24,Diablos Rojos,DRM,AGS,4,#0 YAN DJALO / #24 MICHAEL CARRERA / #6 SANTIAGO SCALA / #66 GLENN COSEY,152,-5,2.53,-71.05
2026-07-24,Diablos Rojos,DRM,AGS,5,#0 YAN DJALO / #10 BRUNO PEDRO / #24 MICHAEL CARRERA / #6 SANTIAGO SCALA / #66 GLENN COSEY,50,-4,0.83,-172.8
2026-07-24,Diablos Rojos,DRM,AGS,3,#0 YAN DJALO / #23 DEVON SCOTT / #24 MICHAEL CARRERA,102,-1,1.7,-21.18
2026-07-24,Diablos Rojos,DRM,AGS,3,#0 YAN DJALO / #23 DEVON SCOTT / #66 GLENN COSEY,231,7,3.85,65.45
2026-07-24,Diablos Rojos,DRM,AGS,4,#0 YAN DJALO / #23 DEVON SCOTT / #24 MICHAEL CARRERA / #6 SANTIAGO SCALA,102,-1,1.7,-21.18
2026-07-24,Diablos Rojos,DRM,AGS,4,#0 YAN DJALO / #23 DEVON SCOTT / #24 MICHAEL CARRERA / #66 GLENN COSEY,102,-1,1.7,-21.18
2026-07-24,Diablos Rojos,DRM,AGS,4,#0 YAN DJALO / #23 DEVON SCOTT / #6 SANTIAGO SCALA / #66 GLENN COSEY,137,2,2.28,31.53
2026-07-24,Diablos Rojos,DRM,AGS,5,#0 YAN DJALO / #23 DEVON SCOTT / #24 MICHAEL CARRERA / #6 SANTIAGO SCALA / #66 GLENN COSEY,102,-1,1.7,-21.18
2026-07-24,Diablos Rojos,DRM,AGS,1,#11 LUIS ANDRIASSI,167,-7,2.78,-90.54
2026-07-24,Diablos Rojos,DRM,AGS,2,#0 YAN DJALO / #11 LUIS ANDRIASSI,167,-7,2.78,-90.54
2026-07-24,Diablos Rojos,DRM,AGS,2,#11 LUIS ANDRIASSI / #23 DEVON SCOTT,167,-7,2.78,-90.54
2026-07-24,Diablos Rojos,DRM,AGS,2,#11 LUIS ANDRIASSI / #6 SANTIAGO SCALA,167,-7,2.78,-90.54
2026-07-24,Diablos Rojos,DRM,AGS,2,#11 LUIS ANDRIASSI / #9 THOMAS DRECHSEL,167,-7,2.78,-90.54
2026-07-24,Diablos Rojos,DRM,AGS,3,#0 YAN DJALO / #11 LUIS ANDRIASSI / #23 DEVON SCOTT,167,-7,2.78,-90.54
2026-07-24,Diablos Rojos,DRM,AGS,3,#0 YAN DJALO / #11 LUIS ANDRIASSI / #6 SANTIAGO SCALA,167,-7,2.78,-90.54
2026-07-24,Diablos Rojos,DRM,AGS,3,#0 YAN DJALO / #11 LUIS ANDRIASSI / #9 THOMAS DRECHSEL,167,-7,2.78,-90.54
2026-07-24,Diablos Rojos,DRM,AGS,3,#11 LUIS ANDRIASSI / #23 DEVON SCOTT / #6 SANTIAGO SCALA,167,-7,2.78,-90.54
2026-07-24,Diablos Rojos,DRM,AGS,3,#11 LUIS ANDRIASSI / #23 DEVON SCOTT / #9 THOMAS DRECHSEL,167,-7,2.78,-90.54
2026-07-24,Diablos Rojos,DRM,AGS,3,#11 LUIS ANDRIASSI / #6 SANTIAGO SCALA / #9 THOMAS DRECHSEL,167,-7,2.78,-90.54
2026-07-24,Diablos Rojos,DRM,AGS,4,#0 YAN DJALO / #11 LUIS ANDRIASSI / #23 DEVON SCOTT / #6 SANTIAGO SCALA,167,-7,2.78,-90.54
2026-07-24,Diablos Rojos,DRM,AGS,4,#0 YAN DJALO / #11 LUIS ANDRIASSI / #23 DEVON SCOTT / #9 THOMAS DRECHSEL,167,-7,2.78,-90.54
2026-07-24,Diablos Rojos,DRM,AGS,4,#0 YAN DJALO / #11 LUIS ANDRIASSI / #6 SANTIAGO SCALA / #9 THOMAS DRECHSEL,167,-7,2.78,-90.54
2026-07-24,Diablos Rojos,DRM,AGS,4,#11 LUIS ANDRIASSI / #23 DEVON SCOTT / #6 SANTIAGO SCALA / #9 THOMAS DRECHSEL,167,-7,2.78,-90.54
2026-07-24,Diablos Rojos,DRM,AGS,5,#0 YAN DJALO / #11 LUIS ANDRIASSI / #23 DEVON SCOTT / #6 SANTIAGO SCALA / #9 THOMAS DRECHSEL,167,-7,2.78,-90.54
2026-07-24,Diablos Rojos,DRM,AGS,2,#11 LUIS ANDRIASSI / #7 JOSE CRUZ,0,0,0.0,0.0
2026-07-24,Diablos Rojos,DRM,AGS,3,#11 LUIS ANDRIASSI / #23 DEVON SCOTT / #7 JOSE CRUZ,0,0,0.0,0.0
2026-07-24,Diablos Rojos,DRM,AGS,3,#11 LUIS ANDRIASSI / #6 SANTIAGO SCALA / #7 JOSE CRUZ,0,0,0.0,0.0
2026-07-24,Diablos Rojos,DRM,AGS,3,#11 LUIS ANDRIASSI / #7 JOSE CRUZ / #9 THOMAS DRECHSEL,0,0,0.0,0.0
2026-07-24,Diablos Rojos,DRM,AGS,4,#11 LUIS ANDRIASSI / #23 DEVON SCOTT / #6 SANTIAGO SCALA / #7 JOSE CRUZ,0,0,0.0,0.0
2026-07-24,Diablos Rojos,DRM,AGS,4,#11 LUIS ANDRIASSI / #23 DEVON SCOTT / #7 JOSE CRUZ / #9 THOMAS DRECHSEL,0,0,0.0,0.0
2026-07-24,Diablos Rojos,DRM,AGS,4,#11 LUIS ANDRIASSI / #6 SANTIAGO SCALA / #7 JOSE CRUZ / #9 THOMAS DRECHSEL,0,0,0.0,0.0
2026-07-24,Diablos Rojos,DRM,AGS,5,#11 LUIS ANDRIASSI / #23 DEVON SCOTT / #6 SANTIAGO SCALA / #7 JOSE CRUZ / #9 THOMAS DRECHSEL,0,0,0.0,0.0
2026-07-24,Diablos Rojos,DRM,AGS,3,#10 BRUNO PEDRO / #6 SANTIAGO SCALA / #7 JOSE CRUZ,29,0,0.48,0.0
2026-07-24,Diablos Rojos,DRM,AGS,3,#10 BRUNO PEDRO / #7 JOSE CRUZ / #9 THOMAS DRECHSEL,142,-2,2.37,-30.42
2026-07-24,Diablos Rojos,DRM,AGS,4,#10 BRUNO PEDRO / #24 MICHAEL CARRERA / #6 SANTIAGO SCALA / #7 JOSE CRUZ,29,0,0.48,0.0
2026-07-24,Diablos Rojos,DRM,AGS,4,#10 BRUNO PEDRO / #24 MICHAEL CARRERA / #7 JOSE CRUZ / #9 THOMAS DRECHSEL,125,0,2.08,0.0
2026-07-24,Diablos Rojos,DRM,AGS,4,#10 BRUNO PEDRO / #6 SANTIAGO SCALA / #7 JOSE CRUZ / #9 THOMAS DRECHSEL,29,0,0.48,0.0
2026-07-24,Diablos Rojos,DRM,AGS,5,#10 BRUNO PEDRO / #24 MICHAEL CARRERA / #6 SANTIAGO SCALA / #7 JOSE CRUZ / #9 THOMAS DRECHSEL,29,0,0.48,0.0
2026-07-24,Diablos Rojos,DRM,AGS,3,#66 GLENN COSEY / #7 JOSE CRUZ / #9 THOMAS DRECHSEL,337,3,5.62,19.23
2026-07-24,Diablos Rojos,DRM,AGS,4,#10 BRUNO PEDRO / #66 GLENN COSEY / #7 JOSE CRUZ / #9 THOMAS DRECHSEL,113,-2,1.88,-38.23
2026-07-24,Diablos Rojos,DRM,AGS,4,#24 MICHAEL CARRERA / #66 GLENN COSEY / #7 JOSE CRUZ / #9 THOMAS DRECHSEL,226,0,3.77,0.0
2026-07-24,Diablos Rojos,DRM,AGS,5,#10 BRUNO PEDRO / #24 MICHAEL CARRERA / #66 GLENN COSEY / #7 JOSE CRUZ / #9 THOMAS DRECHSEL,96,0,1.6,0.0
2026-07-24,Diablos Rojos,DRM,AGS,4,#0 YAN DJALO / #10 BRUNO PEDRO / #7 JOSE CRUZ / #9 THOMAS DRECHSEL,17,-2,0.28,-254.12
2026-07-24,Diablos Rojos,DRM,AGS,4,#0 YAN DJALO / #66 GLENN COSEY / #7 JOSE CRUZ / #9 THOMAS DRECHSEL,111,3,1.85,58.38
2026-07-24,Diablos Rojos,DRM,AGS,5,#0 YAN DJALO / #10 BRUNO PEDRO / #66 GLENN COSEY / #7 JOSE CRUZ / #9 THOMAS DRECHSEL,17,-2,0.28,-254.12
2026-07-24,Diablos Rojos,DRM,AGS,3,#23 DEVON SCOTT / #66 GLENN COSEY / #7 JOSE CRUZ,224,5,3.73,48.21
2026-07-24,Diablos Rojos,DRM,AGS,4,#0 YAN DJALO / #23 DEVON SCOTT / #66 GLENN COSEY / #7 JOSE CRUZ,94,5,1.57,114.89
2026-07-24,Diablos Rojos,DRM,AGS,4,#0 YAN DJALO / #23 DEVON SCOTT / #66 GLENN COSEY / #9 THOMAS DRECHSEL,94,5,1.57,114.89
2026-07-24,Diablos Rojos,DRM,AGS,4,#23 DEVON SCOTT / #66 GLENN COSEY / #7 JOSE CRUZ / #9 THOMAS DRECHSEL,224,5,3.73,48.21
2026-07-24,Diablos Rojos,DRM,AGS,5,#0 YAN DJALO / #23 DEVON SCOTT / #66 GLENN COSEY / #7 JOSE CRUZ / #9 THOMAS DRECHSEL,94,5,1.57,114.89
2026-07-24,Diablos Rojos,DRM,AGS,4,#0 YAN DJALO / #23 DEVON SCOTT / #24 MICHAEL CARRERA / #9 THOMAS DRECHSEL,0,0,0.0,0.0
2026-07-24,Diablos Rojos,DRM,AGS,5,#0 YAN DJALO / #23 DEVON SCOTT / #24 MICHAEL CARRERA / #66 GLENN COSEY / #9 THOMAS DRECHSEL,0,0,0.0,0.0
2026-07-24,Diablos Rojos,DRM,AGS,1,#21 PEDRO MENDOZA,273,13,4.55,102.86
2026-07-24,Diablos Rojos,DRM,AGS,2,#21 PEDRO MENDOZA / #23 DEVON SCOTT,194,11,3.23,122.47
2026-07-24,Diablos Rojos,DRM,AGS,2,#21 PEDRO MENDOZA / #24 MICHAEL CARRERA,132,6,2.2,98.18
2026-07-24,Diablos Rojos,DRM,AGS,2,#21 PEDRO MENDOZA / #6 SANTIAGO SCALA,273,13,4.55,102.86
2026-07-24,Diablos Rojos,DRM,AGS,2,#21 PEDRO MENDOZA / #66 GLENN COSEY,273,13,4.55,102.86
2026-07-24,Diablos Rojos,DRM,AGS,3,#21 PEDRO MENDOZA / #23 DEVON SCOTT / #24 MICHAEL CARRERA,53,4,0.88,163.02
2026-07-24,Diablos Rojos,DRM,AGS,3,#21 PEDRO MENDOZA / #23 DEVON SCOTT / #6 SANTIAGO SCALA,194,11,3.23,122.47
2026-07-24,Diablos Rojos,DRM,AGS,3,#21 PEDRO MENDOZA / #23 DEVON SCOTT / #66 GLENN COSEY,194,11,3.23,122.47
2026-07-24,Diablos Rojos,DRM,AGS,3,#21 PEDRO MENDOZA / #24 MICHAEL CARRERA / #6 SANTIAGO SCALA,132,6,2.2,98.18
2026-07-24,Diablos Rojos,DRM,AGS,3,#21 PEDRO MENDOZA / #24 MICHAEL CARRERA / #66 GLENN COSEY,132,6,2.2,98.18
2026-07-24,Diablos Rojos,DRM,AGS,3,#21 PEDRO MENDOZA / #6 SANTIAGO SCALA / #66 GLENN COSEY,273,13,4.55,102.86
2026-07-24,Diablos Rojos,DRM,AGS,4,#21 PEDRO MENDOZA / #23 DEVON SCOTT / #24 MICHAEL CARRERA / #6 SANTIAGO SCALA,53,4,0.88,163.02
2026-07-24,Diablos Rojos,DRM,AGS,4,#21 PEDRO MENDOZA / #23 DEVON SCOTT / #24 MICHAEL CARRERA / #66 GLENN COSEY,53,4,0.88,163.02
2026-07-24,Diablos Rojos,DRM,AGS,4,#21 PEDRO MENDOZA / #23 DEVON SCOTT / #6 SANTIAGO SCALA / #66 GLENN COSEY,194,11,3.23,122.47
2026-07-24,Diablos Rojos,DRM,AGS,4,#21 PEDRO MENDOZA / #24 MICHAEL CARRERA / #6 SANTIAGO SCALA / #66 GLENN COSEY,132,6,2.2,98.18
2026-07-24,Diablos Rojos,DRM,AGS,5,#21 PEDRO MENDOZA / #23 DEVON SCOTT / #24 MICHAEL CARRERA / #6 SANTIAGO SCALA / #66 GLENN COSEY,53,4,0.88,163.02
2026-07-24,Diablos Rojos,DRM,AGS,2,#0 YAN DJALO / #21 PEDRO MENDOZA,35,3,0.58,185.14
2026-07-24,Diablos Rojos,DRM,AGS,3,#0 YAN DJALO / #21 PEDRO MENDOZA / #23 DEVON SCOTT,35,3,0.58,185.14
2026-07-24,Diablos Rojos,DRM,AGS,3,#0 YAN DJALO / #21 PEDRO MENDOZA / #6 SANTIAGO SCALA,35,3,0.58,185.14
2026-07-24,Diablos Rojos,DRM,AGS,3,#0 YAN DJALO / #21 PEDRO MENDOZA / #66 GLENN COSEY,35,3,0.58,185.14
2026-07-24,Diablos Rojos,DRM,AGS,4,#0 YAN DJALO / #21 PEDRO MENDOZA / #23 DEVON SCOTT / #6 SANTIAGO SCALA,35,3,0.58,185.14
2026-07-24,Diablos Rojos,DRM,AGS,4,#0 YAN DJALO / #21 PEDRO MENDOZA / #23 DEVON SCOTT / #66 GLENN COSEY,35,3,0.58,185.14
2026-07-24,Diablos Rojos,DRM,AGS,4,#0 YAN DJALO / #21 PEDRO MENDOZA / #6 SANTIAGO SCALA / #66 GLENN COSEY,35,3,0.58,185.14
2026-07-24,Diablos Rojos,DRM,AGS,5,#0 YAN DJALO / #21 PEDRO MENDOZA / #23 DEVON SCOTT / #6 SANTIAGO SCALA / #66 GLENN COSEY,35,3,0.58,185.14
2026-07-24,Diablos Rojos,DRM,AGS,4,#0 YAN DJALO / #6 SANTIAGO SCALA / #66 GLENN COSEY / #9 THOMAS DRECHSEL,0,0,0.0,0.0
2026-07-24,Diablos Rojos,DRM,AGS,5,#0 YAN DJALO / #23 DEVON SCOTT / #6 SANTIAGO SCALA / #66 GLENN COSEY / #9 THOMAS DRECHSEL,0,0,0.0,0.0
2026-07-24,Diablos Rojos,DRM,AGS,4,#23 DEVON SCOTT / #24 MICHAEL CARRERA / #66 GLENN COSEY / #7 JOSE CRUZ,130,0,2.17,0.0
2026-07-24,Diablos Rojos,DRM,AGS,5,#23 DEVON SCOTT / #24 MICHAEL CARRERA / #66 GLENN COSEY / #7 JOSE CRUZ / #9 THOMAS DRECHSEL,130,0,2.17,0.0
2026-07-24,Diablos Rojos,DRM,AGS,2,#10 BRUNO PEDRO / #21 PEDRO MENDOZA,79,2,1.32,54.68
2026-07-24,Diablos Rojos,DRM,AGS,3,#10 BRUNO PEDRO / #21 PEDRO MENDOZA / #24 MICHAEL CARRERA,79,2,1.32,54.68
2026-07-24,Diablos Rojos,DRM,AGS,3,#10 BRUNO PEDRO / #21 PEDRO MENDOZA / #6 SANTIAGO SCALA,79,2,1.32,54.68
2026-07-24,Diablos Rojos,DRM,AGS,3,#10 BRUNO PEDRO / #21 PEDRO MENDOZA / #66 GLENN COSEY,79,2,1.32,54.68
2026-07-24,Diablos Rojos,DRM,AGS,4,#10 BRUNO PEDRO / #21 PEDRO MENDOZA / #24 MICHAEL CARRERA / #6 SANTIAGO SCALA,79,2,1.32,54.68
2026-07-24,Diablos Rojos,DRM,AGS,4,#10 BRUNO PEDRO / #21 PEDRO MENDOZA / #24 MICHAEL CARRERA / #66 GLENN COSEY,79,2,1.32,54.68
2026-07-24,Diablos Rojos,DRM,AGS,4,#10 BRUNO PEDRO / #21 PEDRO MENDOZA / #6 SANTIAGO SCALA / #66 GLENN COSEY,79,2,1.32,54.68
2026-07-24,Diablos Rojos,DRM,AGS,5,#10 BRUNO PEDRO / #21 PEDRO MENDOZA / #24 MICHAEL CARRERA / #6 SANTIAGO SCALA / #66 GLENN COSEY,79,2,1.32,54.68
2026-07-24,Panteras,AGS,DRM,1,#0 JARON MARTIN,1718,-6,28.63,-7.54
2026-07-24,Panteras,AGS,DRM,1,#1 AHMED HILL,1160,-6,19.33,-11.17
2026-07-24,Panteras,AGS,DRM,1,#15 MIGUEL SIMON,1298,-14,21.63,-23.3
2026-07-24,Panteras,AGS,DRM,1,#21 MIKYLE MCINTOSH,855,-11,14.25,-27.79
2026-07-24,Panteras,AGS,DRM,2,#0 JARON MARTIN / #1 AHMED HILL,1160,-6,19.33,-11.17
2026-07-24,Panteras,AGS,DRM,2,#0 JARON MARTIN / #15 MIGUEL SIMON,1108,-9,18.47,-17.55
2026-07-24,Panteras,AGS,DRM,2,#0 JARON MARTIN / #21 MIKYLE MCINTOSH,673,-9,11.22,-28.89
2026-07-24,Panteras,AGS,DRM,2,#1 AHMED HILL / #15 MIGUEL SIMON,911,-4,15.18,-9.48
2026-07-24,Panteras,AGS,DRM,2,#1 AHMED HILL / #21 MIKYLE MCINTOSH,471,-6,7.85,-27.52
2026-07-24,Panteras,AGS,DRM,2,#15 MIGUEL SIMON / #21 MIKYLE MCINTOSH,759,-8,12.65,-22.77
2026-07-24,Panteras,AGS,DRM,3,#0 JARON MARTIN / #1 AHMED HILL / #15 MIGUEL SIMON,911,-4,15.18,-9.48
2026-07-24,Panteras,AGS,DRM,3,#0 JARON MARTIN / #1 AHMED HILL / #21 MIKYLE MCINTOSH,471,-6,7.85,-27.52
2026-07-24,Panteras,AGS,DRM,3,#0 JARON MARTIN / #15 MIGUEL SIMON / #21 MIKYLE MCINTOSH,577,-6,9.62,-22.46
2026-07-24,Panteras,AGS,DRM,3,#1 AHMED HILL / #15 MIGUEL SIMON / #21 MIKYLE MCINTOSH,416,-3,6.93,-15.58
2026-07-24,Panteras,AGS,DRM,4,#0 JARON MARTIN / #1 AHMED HILL / #15 MIGUEL SIMON / #21 MIKYLE MCINTOSH,416,-3,6.93,-15.58
2026-07-24,Panteras,AGS,DRM,1,#3 JALIN BILLINGSLEY,633,5,10.55,17.06
2026-07-24,Panteras,AGS,DRM,2,#0 JARON MARTIN / #3 JALIN BILLINGSLEY,480,3,8.0,13.5
2026-07-24,Panteras,AGS,DRM,2,#1 AHMED HILL / #3 JALIN BILLINGSLEY,249,-2,4.15,-17.35
2026-07-24,Panteras,AGS,DRM,2,#21 MIKYLE MCINTOSH / #3 JALIN BILLINGSLEY,96,-3,1.6,-67.5
2026-07-24,Panteras,AGS,DRM,3,#0 JARON MARTIN / #1 AHMED HILL / #3 JALIN BILLINGSLEY,249,-2,4.15,-17.35
2026-07-24,Panteras,AGS,DRM,3,#0 JARON MARTIN / #21 MIKYLE MCINTOSH / #3 JALIN BILLINGSLEY,96,-3,1.6,-67.5
2026-07-24,Panteras,AGS,DRM,3,#1 AHMED HILL / #21 MIKYLE MCINTOSH / #3 JALIN BILLINGSLEY,55,-3,0.92,-117.82
2026-07-24,Panteras,AGS,DRM,4,#0 JARON MARTIN / #1 AHMED HILL / #21 MIKYLE MCINTOSH / #3 JALIN BILLINGSLEY,55,-3,0.92,-117.82
2026-07-24,Panteras,AGS,DRM,1,#4 TYLER CHEESE,1240,3,20.67,5.23
2026-07-24,Panteras,AGS,DRM,2,#0 JARON MARTIN / #4 TYLER CHEESE,558,0,9.3,0.0
2026-07-24,Panteras,AGS,DRM,2,#21 MIKYLE MCINTOSH / #4 TYLER CHEESE,384,-5,6.4,-28.12
2026-07-24,Panteras,AGS,DRM,2,#3 JALIN BILLINGSLEY / #4 TYLER CHEESE,384,7,6.4,39.38
2026-07-24,Panteras,AGS,DRM,3,#0 JARON MARTIN / #21 MIKYLE MCINTOSH / #4 TYLER CHEESE,202,-3,3.37,-32.08
2026-07-24,Panteras,AGS,DRM,3,#0 JARON MARTIN / #3 JALIN BILLINGSLEY / #4 TYLER CHEESE,231,5,3.85,46.75
2026-07-24,Panteras,AGS,DRM,3,#21 MIKYLE MCINTOSH / #3 JALIN BILLINGSLEY / #4 TYLER CHEESE,41,0,0.68,0.0
2026-07-24,Panteras,AGS,DRM,4,#0 JARON MARTIN / #21 MIKYLE MCINTOSH / #3 JALIN BILLINGSLEY / #4 TYLER CHEESE,41,0,0.68,0.0
2026-07-24,Panteras,AGS,DRM,1,#10 JONATAN MACHADO,1384,5,23.07,7.8
2026-07-24,Panteras,AGS,DRM,1,#24 GABRIEL GIRON,1194,4,19.9,7.24
2026-07-24,Panteras,AGS,DRM,2,#0 JARON MARTIN / #10 JONATAN MACHADO,920,-1,15.33,-2.35
2026-07-24,Panteras,AGS,DRM,2,#0 JARON MARTIN / #24 GABRIEL GIRON,1186,7,19.77,12.75
2026-07-24,Panteras,AGS,DRM,2,#10 JONATAN MACHADO / #24 GABRIEL GIRON,862,-1,14.37,-2.51
2026-07-24,Panteras,AGS,DRM,2,#10 JONATAN MACHADO / #3 JALIN BILLINGSLEY,412,4,6.87,20.97
2026-07-24,Panteras,AGS,DRM,2,#10 JONATAN MACHADO / #4 TYLER CHEESE,695,5,11.58,15.54
2026-07-24,Panteras,AGS,DRM,2,#24 GABRIEL GIRON / #3 JALIN BILLINGSLEY,343,6,5.72,37.78
2026-07-24,Panteras,AGS,DRM,2,#24 GABRIEL GIRON / #4 TYLER CHEESE,359,0,5.98,0.0
2026-07-24,Panteras,AGS,DRM,3,#0 JARON MARTIN / #10 JONATAN MACHADO / #24 GABRIEL GIRON,862,-1,14.37,-2.51
2026-07-24,Panteras,AGS,DRM,3,#0 JARON MARTIN / #10 JONATAN MACHADO / #3 JALIN BILLINGSLEY,259,2,4.32,16.68
2026-07-24,Panteras,AGS,DRM,3,#0 JARON MARTIN / #10 JONATAN MACHADO / #4 TYLER CHEESE,231,-1,3.85,-9.35
2026-07-24,Panteras,AGS,DRM,3,#0 JARON MARTIN / #24 GABRIEL GIRON / #3 JALIN BILLINGSLEY,343,6,5.72,37.78
