date,team,team_code,opponent,size,lineup,minutes,plus_minus,pm_per36
2026-07-23,Diablos Rojos,DRM,AGS,5,#0 YAN DJALO / #10 BRUNO PEDRO / #23 DEVON SCOTT / #24 MICHAEL CARRERA / #9 THOMAS DRECHSEL,0.0,0,0
2026-07-23,Diablos Rojos,DRM,AGS,4,#0 YAN DJALO / #23 DEVON SCOTT / #24 MICHAEL CARRERA / #6 SANTIAGO SCALA,7.92,6,27.27
2026-07-23,Diablos Rojos,DRM,AGS,5,#0 YAN DJALO / #23 DEVON SCOTT / #24 MICHAEL CARRERA / #6 SANTIAGO SCALA / #9 THOMAS DRECHSEL,7.92,6,27.27
2026-07-23,Diablos Rojos,DRM,AGS,4,#0 YAN DJALO / #23 DEVON SCOTT / #24 MICHAEL CARRERA / #66 GLENN COSEY,10.42,5,17.27
2026-07-23,Diablos Rojos,DRM,AGS,5,#0 YAN DJALO / #23 DEVON SCOTT / #24 MICHAEL CARRERA / #66 GLENN COSEY / #9 THOMAS DRECHSEL,10.42,5,17.27
2026-07-23,Diablos Rojos,DRM,AGS,4,#0 YAN DJALO / #6 SANTIAGO SCALA / #7 JOSE CRUZ / #9 THOMAS DRECHSEL,1.62,-3,-66.67
2026-07-23,Diablos Rojos,DRM,AGS,4,#0 YAN DJALO / #24 MICHAEL CARRERA / #6 SANTIAGO SCALA / #7 JOSE CRUZ,1.62,-3,-66.67
2026-07-23,Diablos Rojos,DRM,AGS,5,#0 YAN DJALO / #24 MICHAEL CARRERA / #6 SANTIAGO SCALA / #7 JOSE CRUZ / #9 THOMAS DRECHSEL,1.62,-3,-66.67
2026-07-23,Diablos Rojos,DRM,AGS,5,#0 YAN DJALO / #23 DEVON SCOTT / #6 SANTIAGO SCALA / #7 JOSE CRUZ / #9 THOMAS DRECHSEL,1.62,-3,-66.67
2026-07-23,Diablos Rojos,DRM,AGS,5,#0 YAN DJALO / #23 DEVON SCOTT / #24 MICHAEL CARRERA / #6 SANTIAGO SCALA / #7 JOSE CRUZ,1.62,-3,-66.67
2026-07-23,Diablos Rojos,DRM,AGS,4,#10 BRUNO PEDRO / #6 SANTIAGO SCALA / #7 JOSE CRUZ / #9 THOMAS DRECHSEL,2.07,0,0.0
2026-07-23,Diablos Rojos,DRM,AGS,4,#10 BRUNO PEDRO / #24 MICHAEL CARRERA / #6 SANTIAGO SCALA / #7 JOSE CRUZ,2.07,0,0.0
2026-07-23,Diablos Rojos,DRM,AGS,5,#10 BRUNO PEDRO / #24 MICHAEL CARRERA / #6 SANTIAGO SCALA / #7 JOSE CRUZ / #9 THOMAS DRECHSEL,2.07,0,0.0
2026-07-23,Diablos Rojos,DRM,AGS,3,#24 MICHAEL CARRERA / #6 SANTIAGO SCALA / #66 GLENN COSEY,7.48,9,43.32
2026-07-23,Diablos Rojos,DRM,AGS,4,#24 MICHAEL CARRERA / #6 SANTIAGO SCALA / #66 GLENN COSEY / #7 JOSE CRUZ,1.95,-1,-18.46
2026-07-23,Diablos Rojos,DRM,AGS,4,#10 BRUNO PEDRO / #24 MICHAEL CARRERA / #6 SANTIAGO SCALA / #66 GLENN COSEY,0.0,0,0
2026-07-23,Diablos Rojos,DRM,AGS,5,#10 BRUNO PEDRO / #24 MICHAEL CARRERA / #6 SANTIAGO SCALA / #66 GLENN COSEY / #7 JOSE CRUZ,0.0,0,0
2026-07-23,Diablos Rojos,DRM,AGS,4,#23 DEVON SCOTT / #24 MICHAEL CARRERA / #6 SANTIAGO SCALA / #66 GLENN COSEY,7.48,9,43.32
2026-07-23,Diablos Rojos,DRM,AGS,5,#23 DEVON SCOTT / #24 MICHAEL CARRERA / #6 SANTIAGO SCALA / #66 GLENN COSEY / #7 JOSE CRUZ,1.95,-1,-18.46
2026-07-23,Diablos Rojos,DRM,AGS,4,#24 MICHAEL CARRERA / #6 SANTIAGO SCALA / #66 GLENN COSEY / #9 THOMAS DRECHSEL,5.53,10,65.1
2026-07-23,Diablos Rojos,DRM,AGS,5,#23 DEVON SCOTT / #24 MICHAEL CARRERA / #6 SANTIAGO SCALA / #66 GLENN COSEY / #9 THOMAS DRECHSEL,5.53,10,65.1
2026-07-23,Diablos Rojos,DRM,AGS,4,#0 YAN DJALO / #24 MICHAEL CARRERA / #6 SANTIAGO SCALA / #66 GLENN COSEY,5.53,10,65.1
2026-07-23,Diablos Rojos,DRM,AGS,5,#0 YAN DJALO / #24 MICHAEL CARRERA / #6 SANTIAGO SCALA / #66 GLENN COSEY / #9 THOMAS DRECHSEL,5.53,10,65.1
2026-07-23,Diablos Rojos,DRM,AGS,5,#0 YAN DJALO / #23 DEVON SCOTT / #24 MICHAEL CARRERA / #6 SANTIAGO SCALA / #66 GLENN COSEY,5.53,10,65.1
2026-07-23,Diablos Rojos,DRM,AGS,5,#0 YAN DJALO / #23 DEVON SCOTT / #66 GLENN COSEY / #7 JOSE CRUZ / #9 THOMAS DRECHSEL,0.38,-1,-94.74
2026-07-23,Panteras,AGS,DRM,1,#24 GABRIEL GIRON,31.47,15,17.16
2026-07-23,Panteras,AGS,DRM,1,#21 MIKYLE MCINTOSH,18.45,-5,-9.76
2026-07-23,Panteras,AGS,DRM,2,#21 MIKYLE MCINTOSH / #24 GABRIEL GIRON,15.52,-1,-2.32
2026-07-23,Panteras,AGS,DRM,1,#15 MIGUEL SIMON,19.35,6,11.16
2026-07-23,Panteras,AGS,DRM,2,#15 MIGUEL SIMON / #24 GABRIEL GIRON,16.13,7,15.62
2026-07-23,Panteras,AGS,DRM,2,#15 MIGUEL SIMON / #21 MIKYLE MCINTOSH,7.17,-9,-45.19
2026-07-23,Panteras,AGS,DRM,3,#15 MIGUEL SIMON / #21 MIKYLE MCINTOSH / #24 GABRIEL GIRON,5.22,-8,-55.17
2026-07-23,Panteras,AGS,DRM,1,#1 AHMED HILL,16.32,0,0.0
2026-07-23,Panteras,AGS,DRM,2,#1 AHMED HILL / #24 GABRIEL GIRON,12.12,4,11.88
2026-07-23,Panteras,AGS,DRM,2,#1 AHMED HILL / #21 MIKYLE MCINTOSH,7.12,-10,-50.56
2026-07-23,Panteras,AGS,DRM,3,#1 AHMED HILL / #21 MIKYLE MCINTOSH / #24 GABRIEL GIRON,4.18,-6,-51.67
2026-07-23,Panteras,AGS,DRM,2,#1 AHMED HILL / #15 MIGUEL SIMON,14.12,5,12.75
2026-07-23,Panteras,AGS,DRM,3,#1 AHMED HILL / #15 MIGUEL SIMON / #24 GABRIEL GIRON,10.9,6,19.82
2026-07-23,Panteras,AGS,DRM,3,#1 AHMED HILL / #15 MIGUEL SIMON / #21 MIKYLE MCINTOSH,6.13,-7,-41.11
2026-07-23,Panteras,AGS,DRM,4,#1 AHMED HILL / #15 MIGUEL SIMON / #21 MIKYLE MCINTOSH / #24 GABRIEL GIRON,4.18,-6,-51.67
2026-07-23,Panteras,AGS,DRM,1,#0 JARON MARTIN,29.13,9,11.12
2026-07-23,Panteras,AGS,DRM,2,#0 JARON MARTIN / #24 GABRIEL GIRON,25.92,10,13.89
2026-07-23,Panteras,AGS,DRM,2,#0 JARON MARTIN / #21 MIKYLE MCINTOSH,15.73,-4,-9.15
2026-07-23,Panteras,AGS,DRM,3,#0 JARON MARTIN / #21 MIKYLE MCINTOSH / #24 GABRIEL GIRON,13.78,-3,-7.84
2026-07-23,Panteras,AGS,DRM,2,#0 JARON MARTIN / #15 MIGUEL SIMON,19.35,6,11.16
2026-07-23,Panteras,AGS,DRM,3,#0 JARON MARTIN / #15 MIGUEL SIMON / #24 GABRIEL GIRON,16.13,7,15.62
2026-07-23,Panteras,AGS,DRM,3,#0 JARON MARTIN / #15 MIGUEL SIMON / #21 MIKYLE MCINTOSH,7.17,-9,-45.19
2026-07-23,Panteras,AGS,DRM,4,#0 JARON MARTIN / #15 MIGUEL SIMON / #21 MIKYLE MCINTOSH / #24 GABRIEL GIRON,5.22,-8,-55.17
2026-07-23,Panteras,AGS,DRM,2,#0 JARON MARTIN / #1 AHMED HILL,15.33,3,7.05
2026-07-23,Panteras,AGS,DRM,3,#0 JARON MARTIN / #1 AHMED HILL / #24 GABRIEL GIRON,12.12,4,11.88
2026-07-23,Panteras,AGS,DRM,3,#0 JARON MARTIN / #1 AHMED HILL / #21 MIKYLE MCINTOSH,6.13,-7,-41.11
2026-07-23,Panteras,AGS,DRM,4,#0 JARON MARTIN / #1 AHMED HILL / #21 MIKYLE MCINTOSH / #24 GABRIEL GIRON,4.18,-6,-51.67
2026-07-23,Panteras,AGS,DRM,3,#0 JARON MARTIN / #1 AHMED HILL / #15 MIGUEL SIMON,14.12,5,12.75
2026-07-23,Panteras,AGS,DRM,4,#0 JARON MARTIN / #1 AHMED HILL / #15 MIGUEL SIMON / #24 GABRIEL GIRON,10.9,6,19.82
2026-07-23,Panteras,AGS,DRM,4,#0 JARON MARTIN / #1 AHMED HILL / #15 MIGUEL SIMON / #21 MIKYLE MCINTOSH,6.13,-7,-41.11
2026-07-23,Panteras,AGS,DRM,5,#0 JARON MARTIN / #1 AHMED HILL / #15 MIGUEL SIMON / #21 MIKYLE MCINTOSH / #24 GABRIEL GIRON,4.18,-6,-51.67
2026-07-23,Panteras,AGS,DRM,1,#10 JONATAN MACHADO,22.7,12,19.03
2026-07-23,Panteras,AGS,DRM,2,#10 JONATAN MACHADO / #24 GABRIEL GIRON,17.1,12,25.26
2026-07-23,Panteras,AGS,DRM,2,#10 JONATAN MACHADO / #15 MIGUEL SIMON,12.18,15,44.33
2026-07-23,Panteras,AGS,DRM,3,#10 JONATAN MACHADO / #15 MIGUEL SIMON / #24 GABRIEL GIRON,10.92,15,49.45
2026-07-23,Panteras,AGS,DRM,2,#1 AHMED HILL / #10 JONATAN MACHADO,9.2,10,39.13
2026-07-23,Panteras,AGS,DRM,3,#1 AHMED HILL / #10 JONATAN MACHADO / #24 GABRIEL GIRON,7.93,10,45.4
2026-07-23,Panteras,AGS,DRM,3,#1 AHMED HILL / #10 JONATAN MACHADO / #15 MIGUEL SIMON,7.98,12,54.14
2026-07-23,Panteras,AGS,DRM,4,#1 AHMED HILL / #10 JONATAN MACHADO / #15 MIGUEL SIMON / #24 GABRIEL GIRON,6.72,12,64.29
2026-07-23,Panteras,AGS,DRM,2,#0 JARON MARTIN / #10 JONATAN MACHADO,16.5,10,21.82
2026-07-23,Panteras,AGS,DRM,3,#0 JARON MARTIN / #10 JONATAN MACHADO / #24 GABRIEL GIRON,15.23,10,23.64
2026-07-23,Panteras,AGS,DRM,3,#0 JARON MARTIN / #10 JONATAN MACHADO / #15 MIGUEL SIMON,12.18,15,44.33
2026-07-23,Panteras,AGS,DRM,4,#0 JARON MARTIN / #10 JONATAN MACHADO / #15 MIGUEL SIMON / #24 GABRIEL GIRON,10.92,15,49.45
2026-07-23,Panteras,AGS,DRM,3,#0 JARON MARTIN / #1 AHMED HILL / #10 JONATAN MACHADO,9.2,10,39.13
2026-07-23,Panteras,AGS,DRM,4,#0 JARON MARTIN / #1 AHMED HILL / #10 JONATAN MACHADO / #24 GABRIEL GIRON,7.93,10,45.4
2026-07-23,Panteras,AGS,DRM,4,#0 JARON MARTIN / #1 AHMED HILL / #10 JONATAN MACHADO / #15 MIGUEL SIMON,7.98,12,54.14
2026-07-23,Panteras,AGS,DRM,5,#0 JARON MARTIN / #1 AHMED HILL / #10 JONATAN MACHADO / #15 MIGUEL SIMON / #24 GABRIEL GIRON,6.72,12,64.29
2026-07-23,Panteras,AGS,DRM,1,#4 TYLER CHEESE,24.5,8,11.76
2026-07-23,Panteras,AGS,DRM,2,#24 GABRIEL GIRON / #4 TYLER CHEESE,19.18,11,20.65
2026-07-23,Panteras,AGS,DRM,2,#15 MIGUEL SIMON / #4 TYLER CHEESE,5.23,1,6.88
2026-07-23,Panteras,AGS,DRM,3,#15 MIGUEL SIMON / #24 GABRIEL GIRON / #4 TYLER CHEESE,5.23,1,6.88
2026-07-23,Panteras,AGS,DRM,2,#10 JONATAN MACHADO / #4 TYLER CHEESE,13.33,2,5.4
2026-07-23,Panteras,AGS,DRM,3,#10 JONATAN MACHADO / #24 GABRIEL GIRON / #4 TYLER CHEESE,9.0,2,8.0
2026-07-23,Panteras,AGS,DRM,3,#10 JONATAN MACHADO / #15 MIGUEL SIMON / #4 TYLER CHEESE,4.2,3,25.71
2026-07-23,Panteras,AGS,DRM,4,#10 JONATAN MACHADO / #15 MIGUEL SIMON / #24 GABRIEL GIRON / #4 TYLER CHEESE,4.2,3,25.71
2026-07-23,Panteras,AGS,DRM,2,#0 JARON MARTIN / #4 TYLER CHEESE,13.63,6,15.85
2026-07-23,Panteras,AGS,DRM,3,#0 JARON MARTIN / #24 GABRIEL GIRON / #4 TYLER CHEESE,13.63,6,15.85
2026-07-23,Panteras,AGS,DRM,3,#0 JARON MARTIN / #15 MIGUEL SIMON / #4 TYLER CHEESE,5.23,1,6.88
2026-07-23,Panteras,AGS,DRM,4,#0 JARON MARTIN / #15 MIGUEL SIMON / #24 GABRIEL GIRON / #4 TYLER CHEESE,5.23,1,6.88
2026-07-23,Panteras,AGS,DRM,3,#0 JARON MARTIN / #10 JONATAN MACHADO / #4 TYLER CHEESE,7.13,0,0.0
2026-07-23,Panteras,AGS,DRM,4,#0 JARON MARTIN / #10 JONATAN MACHADO / #24 GABRIEL GIRON / #4 TYLER CHEESE,7.13,0,0.0
2026-07-23,Panteras,AGS,DRM,4,#0 JARON MARTIN / #10 JONATAN MACHADO / #15 MIGUEL SIMON / #4 TYLER CHEESE,4.2,3,25.71
2026-07-23,Panteras,AGS,DRM,5,#0 JARON MARTIN / #10 JONATAN MACHADO / #15 MIGUEL SIMON / #24 GABRIEL GIRON / #4 TYLER CHEESE,4.2,3,25.71
2026-07-23,Panteras,AGS,DRM,1,#5 DAIVIEN WILLIAMSON,15.0,0,0.0
2026-07-23,Panteras,AGS,DRM,2,#4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON,11.62,1,3.1
2026-07-23,Panteras,AGS,DRM,2,#15 MIGUEL SIMON / #5 DAIVIEN WILLIAMSON,3.97,-2,-18.14
2026-07-23,Panteras,AGS,DRM,3,#15 MIGUEL SIMON / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON,0.75,-1,-48.0
2026-07-23,Panteras,AGS,DRM,2,#10 JONATAN MACHADO / #5 DAIVIEN WILLIAMSON,8.38,1,4.3
2026-07-23,Panteras,AGS,DRM,3,#10 JONATAN MACHADO / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON,6.95,1,5.18
2026-07-23,Panteras,AGS,DRM,3,#10 JONATAN MACHADO / #15 MIGUEL SIMON / #5 DAIVIEN WILLIAMSON,2.02,-1,-17.82
2026-07-23,Panteras,AGS,DRM,4,#10 JONATAN MACHADO / #15 MIGUEL SIMON / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON,0.75,-1,-48.0
2026-07-23,Panteras,AGS,DRM,2,#0 JARON MARTIN / #5 DAIVIEN WILLIAMSON,4.13,-2,-17.43
2026-07-23,Panteras,AGS,DRM,3,#0 JARON MARTIN / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON,0.75,-1,-48.0
2026-07-23,Panteras,AGS,DRM,3,#0 JARON MARTIN / #15 MIGUEL SIMON / #5 DAIVIEN WILLIAMSON,3.97,-2,-18.14
2026-07-23,Panteras,AGS,DRM,4,#0 JARON MARTIN / #15 MIGUEL SIMON / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON,0.75,-1,-48.0
2026-07-23,Panteras,AGS,DRM,3,#0 JARON MARTIN / #10 JONATAN MACHADO / #5 DAIVIEN WILLIAMSON,2.18,-1,-16.51
2026-07-23,Panteras,AGS,DRM,4,#0 JARON MARTIN / #10 JONATAN MACHADO / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON,0.75,-1,-48.0
2026-07-23,Panteras,AGS,DRM,4,#0 JARON MARTIN / #10 JONATAN MACHADO / #15 MIGUEL SIMON / #5 DAIVIEN WILLIAMSON,2.02,-1,-17.82
2026-07-23,Panteras,AGS,DRM,5,#0 JARON MARTIN / #10 JONATAN MACHADO / #15 MIGUEL SIMON / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON,0.75,-1,-48.0
2026-07-23,Panteras,AGS,DRM,1,#2 SHAUN WILLETT,4.33,0,0.0
2026-07-23,Panteras,AGS,DRM,2,#2 SHAUN WILLETT / #5 DAIVIEN WILLIAMSON,4.33,0,0.0
2026-07-23,Panteras,AGS,DRM,2,#2 SHAUN WILLETT / #4 TYLER CHEESE,4.33,0,0.0
2026-07-23,Panteras,AGS,DRM,3,#2 SHAUN WILLETT / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON,4.33,0,0.0
2026-07-23,Panteras,AGS,DRM,2,#15 MIGUEL SIMON / #2 SHAUN WILLETT,0.0,0,0
2026-07-23,Panteras,AGS,DRM,3,#15 MIGUEL SIMON / #2 SHAUN WILLETT / #5 DAIVIEN WILLIAMSON,0.0,0,0
2026-07-23,Panteras,AGS,DRM,3,#15 MIGUEL SIMON / #2 SHAUN WILLETT / #4 TYLER CHEESE,0.0,0,0
2026-07-23,Panteras,AGS,DRM,4,#15 MIGUEL SIMON / #2 SHAUN WILLETT / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON,0.0,0,0
2026-07-23,Panteras,AGS,DRM,2,#10 JONATAN MACHADO / #2 SHAUN WILLETT,4.33,0,0.0
2026-07-23,Panteras,AGS,DRM,3,#10 JONATAN MACHADO / #2 SHAUN WILLETT / #5 DAIVIEN WILLIAMSON,4.33,0,0.0
2026-07-23,Panteras,AGS,DRM,3,#10 JONATAN MACHADO / #2 SHAUN WILLETT / #4 TYLER CHEESE,4.33,0,0.0
2026-07-23,Panteras,AGS,DRM,4,#10 JONATAN MACHADO / #2 SHAUN WILLETT / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON,4.33,0,0.0
2026-07-23,Panteras,AGS,DRM,3,#10 JONATAN MACHADO / #15 MIGUEL SIMON / #2 SHAUN WILLETT,0.0,0,0
2026-07-23,Panteras,AGS,DRM,4,#10 JONATAN MACHADO / #15 MIGUEL SIMON / #2 SHAUN WILLETT / #5 DAIVIEN WILLIAMSON,0.0,0,0
2026-07-23,Panteras,AGS,DRM,4,#10 JONATAN MACHADO / #15 MIGUEL SIMON / #2 SHAUN WILLETT / #4 TYLER CHEESE,0.0,0,0
2026-07-23,Panteras,AGS,DRM,5,#10 JONATAN MACHADO / #15 MIGUEL SIMON / #2 SHAUN WILLETT / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON,0.0,0,0
2026-07-23,Panteras,AGS,DRM,1,#3 JALIN BILLINGSLEY,9.7,1,3.71
2026-07-23,Panteras,AGS,DRM,2,#3 JALIN BILLINGSLEY / #5 DAIVIEN WILLIAMSON,6.72,3,16.07
2026-07-23,Panteras,AGS,DRM,2,#3 JALIN BILLINGSLEY / #4 TYLER CHEESE,9.7,1,3.71
2026-07-23,Panteras,AGS,DRM,3,#3 JALIN BILLINGSLEY / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON,6.72,3,16.07
2026-07-23,Panteras,AGS,DRM,2,#2 SHAUN WILLETT / #3 JALIN BILLINGSLEY,2.82,0,0.0
2026-07-23,Panteras,AGS,DRM,3,#2 SHAUN WILLETT / #3 JALIN BILLINGSLEY / #5 DAIVIEN WILLIAMSON,2.82,0,0.0
2026-07-23,Panteras,AGS,DRM,3,#2 SHAUN WILLETT / #3 JALIN BILLINGSLEY / #4 TYLER CHEESE,2.82,0,0.0
2026-07-23,Panteras,AGS,DRM,4,#2 SHAUN WILLETT / #3 JALIN BILLINGSLEY / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON,2.82,0,0.0
2026-07-23,Panteras,AGS,DRM,2,#10 JONATAN MACHADO / #3 JALIN BILLINGSLEY,2.82,0,0.0
2026-07-23,Panteras,AGS,DRM,3,#10 JONATAN MACHADO / #3 JALIN BILLINGSLEY / #5 DAIVIEN WILLIAMSON,2.82,0,0.0
2026-07-23,Panteras,AGS,DRM,3,#10 JONATAN MACHADO / #3 JALIN BILLINGSLEY / #4 TYLER CHEESE,2.82,0,0.0
2026-07-23,Panteras,AGS,DRM,4,#10 JONATAN MACHADO / #3 JALIN BILLINGSLEY / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON,2.82,0,0.0
2026-07-23,Panteras,AGS,DRM,3,#10 JONATAN MACHADO / #2 SHAUN WILLETT / #3 JALIN BILLINGSLEY,2.82,0,0.0
2026-07-23,Panteras,AGS,DRM,4,#10 JONATAN MACHADO / #2 SHAUN WILLETT / #3 JALIN BILLINGSLEY / #5 DAIVIEN WILLIAMSON,2.82,0,0.0
2026-07-23,Panteras,AGS,DRM,4,#10 JONATAN MACHADO / #2 SHAUN WILLETT / #3 JALIN BILLINGSLEY / #4 TYLER CHEESE,2.82,0,0.0
2026-07-23,Panteras,AGS,DRM,5,#10 JONATAN MACHADO / #2 SHAUN WILLETT / #3 JALIN BILLINGSLEY / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON,2.82,0,0.0
2026-07-23,Panteras,AGS,DRM,1,#7 JORGE DE LA SERNA,6.72,7,37.5
2026-07-23,Panteras,AGS,DRM,2,#5 DAIVIEN WILLIAMSON / #7 JORGE DE LA SERNA,3.02,-1,-11.92
2026-07-23,Panteras,AGS,DRM,2,#4 TYLER CHEESE / #7 JORGE DE LA SERNA,5.5,9,58.91
2026-07-23,Panteras,AGS,DRM,3,#4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON / #7 JORGE DE LA SERNA,3.02,-1,-11.92
2026-07-23,Panteras,AGS,DRM,2,#2 SHAUN WILLETT / #7 JORGE DE LA SERNA,0.38,0,0.0
2026-07-23,Panteras,AGS,DRM,3,#2 SHAUN WILLETT / #5 DAIVIEN WILLIAMSON / #7 JORGE DE LA SERNA,0.38,0,0.0
2026-07-23,Panteras,AGS,DRM,3,#2 SHAUN WILLETT / #4 TYLER CHEESE / #7 JORGE DE LA SERNA,0.38,0,0.0
2026-07-23,Panteras,AGS,DRM,4,#2 SHAUN WILLETT / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON / #7 JORGE DE LA SERNA,0.38,0,0.0
2026-07-23,Panteras,AGS,DRM,2,#10 JONATAN MACHADO / #7 JORGE DE LA SERNA,3.47,0,0.0
2026-07-23,Panteras,AGS,DRM,3,#10 JONATAN MACHADO / #5 DAIVIEN WILLIAMSON / #7 JORGE DE LA SERNA,2.25,2,32.0
2026-07-23,Panteras,AGS,DRM,3,#10 JONATAN MACHADO / #4 TYLER CHEESE / #7 JORGE DE LA SERNA,2.25,2,32.0
2026-07-23,Panteras,AGS,DRM,4,#10 JONATAN MACHADO / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON / #7 JORGE DE LA SERNA,2.25,2,32.0
2026-07-23,Panteras,AGS,DRM,3,#10 JONATAN MACHADO / #2 SHAUN WILLETT / #7 JORGE DE LA SERNA,0.38,0,0.0
2026-07-23,Panteras,AGS,DRM,4,#10 JONATAN MACHADO / #2 SHAUN WILLETT / #5 DAIVIEN WILLIAMSON / #7 JORGE DE LA SERNA,0.38,0,0.0
2026-07-23,Panteras,AGS,DRM,4,#10 JONATAN MACHADO / #2 SHAUN WILLETT / #4 TYLER CHEESE / #7 JORGE DE LA SERNA,0.38,0,0.0
2026-07-23,Panteras,AGS,DRM,5,#10 JONATAN MACHADO / #2 SHAUN WILLETT / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON / #7 JORGE DE LA SERNA,0.38,0,0.0
2026-07-23,Panteras,AGS,DRM,2,#24 GABRIEL GIRON / #7 JORGE DE LA SERNA,6.33,7,39.81
2026-07-23,Panteras,AGS,DRM,2,#24 GABRIEL GIRON / #5 DAIVIEN WILLIAMSON,6.47,4,22.26
2026-07-23,Panteras,AGS,DRM,3,#24 GABRIEL GIRON / #5 DAIVIEN WILLIAMSON / #7 JORGE DE LA SERNA,2.63,-1,-13.69
2026-07-23,Panteras,AGS,DRM,3,#24 GABRIEL GIRON / #4 TYLER CHEESE / #7 JORGE DE LA SERNA,5.12,9,63.28
2026-07-23,Panteras,AGS,DRM,3,#24 GABRIEL GIRON / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON,6.3,4,22.86
2026-07-23,Panteras,AGS,DRM,4,#24 GABRIEL GIRON / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON / #7 JORGE DE LA SERNA,2.63,-1,-13.69
2026-07-23,Panteras,AGS,DRM,3,#10 JONATAN MACHADO / #24 GABRIEL GIRON / #7 JORGE DE LA SERNA,3.08,0,0.0
2026-07-23,Panteras,AGS,DRM,3,#10 JONATAN MACHADO / #24 GABRIEL GIRON / #5 DAIVIEN WILLIAMSON,2.78,1,12.95
2026-07-23,Panteras,AGS,DRM,4,#10 JONATAN MACHADO / #24 GABRIEL GIRON / #5 DAIVIEN WILLIAMSON / #7 JORGE DE LA SERNA,1.87,2,38.5
2026-07-23,Panteras,AGS,DRM,4,#10 JONATAN MACHADO / #24 GABRIEL GIRON / #4 TYLER CHEESE / #7 JORGE DE LA SERNA,1.87,2,38.5
2026-07-23,Panteras,AGS,DRM,4,#10 JONATAN MACHADO / #24 GABRIEL GIRON / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON,2.62,1,13.74
2026-07-23,Panteras,AGS,DRM,5,#10 JONATAN MACHADO / #24 GABRIEL GIRON / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON / #7 JORGE DE LA SERNA,1.87,2,38.5
2026-07-23,Panteras,AGS,DRM,2,#21 MIKYLE MCINTOSH / #7 JORGE DE LA SERNA,3.25,7,77.54
2026-07-23,Panteras,AGS,DRM,2,#21 MIKYLE MCINTOSH / #5 DAIVIEN WILLIAMSON,4.83,-2,-14.91
2026-07-23,Panteras,AGS,DRM,3,#21 MIKYLE MCINTOSH / #5 DAIVIEN WILLIAMSON / #7 JORGE DE LA SERNA,0.77,-3,-140.26
2026-07-23,Panteras,AGS,DRM,2,#21 MIKYLE MCINTOSH / #4 TYLER CHEESE,12.15,2,5.93
2026-07-23,Panteras,AGS,DRM,3,#21 MIKYLE MCINTOSH / #4 TYLER CHEESE / #7 JORGE DE LA SERNA,3.25,7,77.54
2026-07-23,Panteras,AGS,DRM,3,#21 MIKYLE MCINTOSH / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON,2.72,-1,-13.24
2026-07-23,Panteras,AGS,DRM,4,#21 MIKYLE MCINTOSH / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON / #7 JORGE DE LA SERNA,0.77,-3,-140.26
2026-07-23,Panteras,AGS,DRM,3,#21 MIKYLE MCINTOSH / #24 GABRIEL GIRON / #7 JORGE DE LA SERNA,3.25,7,77.54
2026-07-23,Panteras,AGS,DRM,3,#21 MIKYLE MCINTOSH / #24 GABRIEL GIRON / #5 DAIVIEN WILLIAMSON,1.9,2,37.89
2026-07-23,Panteras,AGS,DRM,4,#21 MIKYLE MCINTOSH / #24 GABRIEL GIRON / #5 DAIVIEN WILLIAMSON / #7 JORGE DE LA SERNA,0.77,-3,-140.26
2026-07-23,Panteras,AGS,DRM,3,#21 MIKYLE MCINTOSH / #24 GABRIEL GIRON / #4 TYLER CHEESE,11.17,5,16.11
2026-07-23,Panteras,AGS,DRM,4,#21 MIKYLE MCINTOSH / #24 GABRIEL GIRON / #4 TYLER CHEESE / #7 JORGE DE LA SERNA,3.25,7,77.54
2026-07-23,Panteras,AGS,DRM,4,#21 MIKYLE MCINTOSH / #24 GABRIEL GIRON / #4 TYLER CHEESE / #5 DAIVIEN WILLIAMSON,1.73,2,41.62
