date,team,team_code,opponent,size,lineup,seconds,minutes,plus_minus,pts,fgm,fga,tpm,tpa,ftm,fta,orb,drb,ast,tov,stl,blk,opp_pts,opp_fgm,opp_fga,opp_tpm,opp_tpa,opp_ftm,opp_fta,opp_orb,opp_drb,opp_ast,opp_tov,opp_stl,opp_blk
2026-08-16,Diablos Rojos,DRM,FRE,1,#9 THOMAS DRECHSEL,2033,33.88,7,62,23,59,10,26,6,9,8,21,15,5,6,2,55,21,47,4,17,9,19,5,24,13,9,4,3
2026-08-16,Diablos Rojos,DRM,FRE,1,#24 MICHAEL CARRERA,1831,30.52,6,58,19,50,8,21,12,16,10,20,13,6,4,1,52,19,42,3,15,11,21,5,19,14,6,4,2
2026-08-16,Diablos Rojos,DRM,FRE,1,#66 GLENN COSEY,1525,25.42,-3,42,12,41,7,20,11,14,6,17,9,7,4,2,45,19,41,3,15,4,8,5,20,11,5,5,3
2026-08-16,Diablos Rojos,DRM,FRE,1,#6 SANTIAGO SCALA,1508,25.13,19,52,20,47,8,19,4,6,8,18,12,4,6,2,33,11,30,3,11,8,17,3,17,7,9,2,3
2026-08-16,Diablos Rojos,DRM,FRE,1,#10 BRUNO PEDRO,1210,20.17,-1,39,11,26,6,12,11,13,5,10,6,5,1,1,40,15,30,4,12,6,9,3,8,11,3,3,0
2026-08-16,Diablos Rojos,DRM,FRE,1,#23 DEVON SCOTT,1033,17.22,4,23,10,36,3,14,0,2,6,14,7,4,6,2,19,7,24,1,10,4,9,3,18,5,7,3,4
2026-08-16,Diablos Rojos,DRM,FRE,1,#15 BRANDON ROBINSON,993,16.55,-4,21,5,23,3,9,8,9,6,12,5,6,1,2,25,9,25,2,11,5,8,2,10,7,2,4,1
2026-08-16,Diablos Rojos,DRM,FRE,1,#7 JOSE CRUZ,941,15.68,-2,31,11,30,4,15,5,7,5,11,6,4,3,0,33,12,24,2,11,7,11,1,12,11,4,3,2
2026-08-16,Diablos Rojos,DRM,FRE,1,#0 YAN DJALO,850,14.17,-1,24,8,25,5,14,3,4,1,10,6,4,3,2,25,11,24,2,11,1,3,2,15,5,5,3,2
2026-08-16,Diablos Rojos,DRM,FRE,1,#11 LUIS ANDRIASSI,139,2.32,0,3,1,4,1,1,0,0,0,2,1,1,1,1,3,1,4,1,3,0,0,1,3,1,1,0,0
2026-08-16,Diablos Rojos,DRM,FRE,2,#24 MICHAEL CARRERA / #9 THOMAS DRECHSEL,1684,28.07,6,52,19,48,8,20,6,9,8,19,13,4,4,1,46,17,39,3,14,9,19,5,19,12,6,3,2
2026-08-16,Diablos Rojos,DRM,FRE,2,#6 SANTIAGO SCALA / #9 THOMAS DRECHSEL,1488,24.8,17,50,20,46,8,18,2,4,7,18,12,3,6,2,33,11,30,3,11,8,17,3,17,7,9,2,3
2026-08-16,Diablos Rojos,DRM,FRE,2,#24 MICHAEL CARRERA / #6 SANTIAGO SCALA,1285,21.42,14,42,16,39,6,15,4,6,8,16,10,3,4,1,28,9,25,2,9,8,17,3,13,7,6,1,2
2026-08-16,Diablos Rojos,DRM,FRE,2,#66 GLENN COSEY / #9 THOMAS DRECHSEL,1158,19.3,-1,33,11,32,6,16,5,7,3,11,8,3,3,1,34,15,30,2,9,2,6,4,15,7,4,3,2
2026-08-16,Diablos Rojos,DRM,FRE,2,#10 BRUNO PEDRO / #9 THOMAS DRECHSEL,1063,17.72,-1,33,11,24,6,11,5,6,3,9,6,3,1,1,34,13,27,4,11,4,7,3,8,9,3,2,0
2026-08-16,Diablos Rojos,DRM,FRE,2,#24 MICHAEL CARRERA / #66 GLENN COSEY,1011,16.85,-2,29,7,23,4,11,11,14,5,10,6,5,1,1,31,13,26,1,8,4,8,4,10,8,2,4,1
2026-08-16,Diablos Rojos,DRM,FRE,2,#10 BRUNO PEDRO / #24 MICHAEL CARRERA,994,16.57,-2,31,8,20,4,8,11,13,5,9,5,4,1,0,33,12,24,3,9,6,9,3,7,10,2,2,0
2026-08-16,Diablos Rojos,DRM,FRE,2,#23 DEVON SCOTT / #66 GLENN COSEY,836,13.93,-2,12,5,25,2,10,0,1,4,11,4,4,4,2,14,6,21,1,9,1,3,3,15,4,5,3,3
2026-08-16,Diablos Rojos,DRM,FRE,2,#23 DEVON SCOTT / #9 THOMAS DRECHSEL,813,13.55,6,20,9,29,2,11,0,2,5,9,6,2,5,1,14,5,16,0,5,4,9,2,13,3,6,2,3
2026-08-16,Diablos Rojos,DRM,FRE,2,#0 YAN DJALO / #66 GLENN COSEY,795,13.25,-1,24,8,25,5,14,3,4,1,10,6,3,3,1,25,11,23,2,10,1,3,2,15,5,4,2,2
2026-08-16,Diablos Rojos,DRM,FRE,2,#24 MICHAEL CARRERA / #7 JOSE CRUZ,789,13.15,2,31,11,25,4,11,5,7,4,8,6,3,3,0,29,10,19,2,9,7,11,1,9,9,4,2,1
2026-08-16,Diablos Rojos,DRM,FRE,2,#15 BRANDON ROBINSON / #66 GLENN COSEY,749,12.48,-4,19,4,18,3,8,8,9,4,8,4,5,1,1,23,9,21,2,10,3,4,2,8,7,1,3,1
2026-08-16,Diablos Rojos,DRM,FRE,2,#10 BRUNO PEDRO / #6 SANTIAGO SCALA,740,12.33,9,28,10,20,5,9,3,3,4,8,5,3,1,1,19,6,16,3,8,4,7,1,6,5,3,1,0
2026-08-16,Diablos Rojos,DRM,FRE,2,#7 JOSE CRUZ / #9 THOMAS DRECHSEL,726,12.1,2,27,11,26,4,13,1,2,3,7,6,2,3,0,25,9,17,2,8,5,9,1,10,8,4,1,1
2026-08-16,Diablos Rojos,DRM,FRE,2,#23 DEVON SCOTT / #24 MICHAEL CARRERA,680,11.33,6,18,8,24,2,9,0,2,5,8,5,2,3,1,12,4,14,0,5,4,9,2,9,3,4,2,2
2026-08-16,Diablos Rojos,DRM,FRE,2,#15 BRANDON ROBINSON / #24 MICHAEL CARRERA,656,10.93,0,18,4,15,2,6,8,9,5,7,4,3,0,0,18,6,14,1,4,5,8,1,5,5,0,2,0
2026-08-16,Diablos Rojos,DRM,FRE,2,#6 SANTIAGO SCALA / #66 GLENN COSEY,633,10.55,11,23,8,20,4,9,3,4,3,8,5,2,3,1,12,5,13,1,3,1,4,2,8,1,4,1,2
2026-08-16,Diablos Rojos,DRM,FRE,2,#6 SANTIAGO SCALA / #7 JOSE CRUZ,631,10.52,8,27,11,22,4,9,1,2,3,6,6,1,3,0,19,6,13,2,7,5,9,1,7,6,4,0,1
2026-08-16,Diablos Rojos,DRM,FRE,2,#0 YAN DJALO / #9 THOMAS DRECHSEL,630,10.5,1,21,7,18,4,11,3,4,0,5,5,2,2,1,20,9,16,1,6,1,3,1,10,3,4,2,1
2026-08-16,Diablos Rojos,DRM,FRE,2,#15 BRANDON ROBINSON / #9 THOMAS DRECHSEL,626,10.43,-2,12,4,14,2,5,2,2,3,6,4,2,0,1,14,5,14,1,5,3,6,1,5,3,1,2,0
2026-08-16,Diablos Rojos,DRM,FRE,2,#10 BRUNO PEDRO / #7 JOSE CRUZ,625,10.42,-2,20,6,14,3,7,5,6,2,4,3,2,1,0,22,8,14,2,7,4,5,1,5,8,2,1,0
2026-08-16,Diablos Rojos,DRM,FRE,2,#10 BRUNO PEDRO / #15 BRANDON ROBINSON,602,10.03,-4,13,2,10,1,3,8,9,4,6,2,4,0,1,17,6,14,1,4,4,6,1,2,4,1,3,0
2026-08-16,Diablos Rojos,DRM,FRE,2,#23 DEVON SCOTT / #6 SANTIAGO SCALA,597,9.95,4,15,7,22,1,7,0,2,4,7,4,1,5,1,11,4,12,0,2,3,7,2,9,2,6,1,3
2026-08-16,Diablos Rojos,DRM,FRE,2,#10 BRUNO PEDRO / #66 GLENN COSEY,532,8.87,-3,21,4,10,3,6,10,12,2,3,2,3,0,0,24,10,16,2,5,2,2,2,2,6,0,2,0
2026-08-16,Diablos Rojos,DRM,FRE,2,#0 YAN DJALO / #6 SANTIAGO SCALA,457,7.62,11,19,7,14,4,8,1,1,0,5,5,2,2,1,8,3,8,1,4,1,3,0,7,0,4,2,1
2026-08-16,Diablos Rojos,DRM,FRE,2,#0 YAN DJALO / #23 DEVON SCOTT,409,6.82,-2,5,2,13,1,6,0,0,1,6,2,3,3,1,7,3,11,1,6,0,0,1,10,2,4,2,2
2026-08-16,Diablos Rojos,DRM,FRE,2,#15 BRANDON ROBINSON / #23 DEVON SCOTT,391,6.52,0,8,3,13,2,6,0,0,2,6,3,2,1,1,8,3,11,1,7,1,2,1,8,3,1,1,1
2026-08-16,Diablos Rojos,DRM,FRE,2,#0 YAN DJALO / #15 BRANDON ROBINSON,330,5.5,-4,3,1,8,1,3,0,0,1,5,1,3,1,2,7,3,11,1,7,0,0,1,5,2,2,2,1
2026-08-16,Diablos Rojos,DRM,FRE,2,#23 DEVON SCOTT / #7 JOSE CRUZ,316,5.27,4,11,5,15,1,7,0,1,3,7,3,2,2,0,7,2,8,0,4,3,6,0,6,2,2,2,2
2026-08-16,Diablos Rojos,DRM,FRE,2,#66 GLENN COSEY / #7 JOSE CRUZ,310,5.17,-10,4,0,8,0,6,4,5,2,5,0,3,0,0,14,6,11,0,4,2,2,0,5,5,0,3,1
2026-08-16,Diablos Rojos,DRM,FRE,2,#0 YAN DJALO / #24 MICHAEL CARRERA,288,4.8,0,11,3,7,2,5,3,4,0,3,3,1,0,0,11,5,8,0,3,1,3,1,5,2,1,1,0
2026-08-16,Diablos Rojos,DRM,FRE,2,#0 YAN DJALO / #10 BRUNO PEDRO,270,4.5,-1,10,3,6,2,4,2,3,0,1,1,1,0,1,11,5,9,1,4,0,0,1,2,2,1,1,0
2026-08-16,Diablos Rojos,DRM,FRE,2,#15 BRANDON ROBINSON / #6 SANTIAGO SCALA,264,4.4,2,4,1,6,0,2,2,2,3,4,1,2,0,1,2,0,4,0,1,2,4,0,2,0,1,1,0
2026-08-16,Diablos Rojos,DRM,FRE,2,#15 BRANDON ROBINSON / #7 JOSE CRUZ,215,3.58,-4,4,0,4,0,2,4,5,2,4,0,2,0,0,8,3,7,0,3,2,2,0,2,3,0,2,1
2026-08-16,Diablos Rojos,DRM,FRE,2,#0 YAN DJALO / #7 JOSE CRUZ,152,2.53,-8,0,0,6,0,5,0,0,1,3,0,1,0,0,8,4,7,0,2,0,0,0,4,3,0,1,1
2026-08-16,Diablos Rojos,DRM,FRE,2,#11 LUIS ANDRIASSI / #15 BRANDON ROBINSON,139,2.32,0,3,1,4,1,1,0,0,0,2,1,1,1,1,3,1,4,1,3,0,0,1,3,1,1,0,0
2026-08-16,Diablos Rojos,DRM,FRE,2,#11 LUIS ANDRIASSI / #23 DEVON SCOTT,139,2.32,0,3,1,4,1,1,0,0,0,2,1,1,1,1,3,1,4,1,3,0,0,1,3,1,1,0,0
2026-08-16,Diablos Rojos,DRM,FRE,2,#11 LUIS ANDRIASSI / #66 GLENN COSEY,139,2.32,0,3,1,4,1,1,0,0,0,2,1,1,1,1,3,1,4,1,3,0,0,1,3,1,1,0,0
2026-08-16,Diablos Rojos,DRM,FRE,2,#0 YAN DJALO / #11 LUIS ANDRIASSI,132,2.2,0,3,1,4,1,1,0,0,0,2,1,1,1,1,3,1,4,1,3,0,0,1,3,1,1,0,0
2026-08-16,Diablos Rojos,DRM,FRE,2,#10 BRUNO PEDRO / #23 DEVON SCOTT,14,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-16,Diablos Rojos,DRM,FRE,2,#11 LUIS ANDRIASSI / #9 THOMAS DRECHSEL,7,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-08-16,Diablos Rojos,DRM,FRE,3,#24 MICHAEL CARRERA / #6 SANTIAGO SCALA / #9 THOMAS DRECHSEL,1265,21.08,12,40,16,38,6,14,2,4,7,16,10,2,4,1,28,9,25,2,9,8,17,3,13,7,6,1,2
2026-08-16,Diablos Rojos,DRM,FRE,3,#24 MICHAEL CARRERA / #66 GLENN COSEY / #9 THOMAS DRECHSEL,864,14.4,-2,23,7,21,4,10,5,7,3,9,6,3,1,1,25,11,23,1,7,2,6,4,10,6,2,3,1
2026-08-16,Diablos Rojos,DRM,FRE,3,#10 BRUNO PEDRO / #24 MICHAEL CARRERA / #9 THOMAS DRECHSEL,847,14.12,-2,25,8,18,4,7,5,6,3,8,5,2,1,0,27,10,21,3,8,4,7,3,7,8,2,1,0
2026-08-16,Diablos Rojos,DRM,FRE,3,#10 BRUNO PEDRO / #6 SANTIAGO SCALA / #9 THOMAS DRECHSEL,720,12.0,7,26,10,19,5,8,1,1,3,8,5,2,1,1,19,6,16,3,8,4,7,1,6,5,3,1,0
