date,team,team_code,opponent,size,lineup,seconds,minutes,plus_minus,pts,fgm,fga,tpm,tpa,ftm,fta,orb,drb,ast,tov,stl,blk,opp_pts,opp_fgm,opp_fga,opp_tpm,opp_tpa,opp_ftm,opp_fta,opp_orb,opp_drb,opp_ast,opp_tov,opp_stl,opp_blk
2026-08-06,Diablos Rojos,DRM,IRA,1,#0 YAN DJALO,1963,32.72,6,76,25,55,9,31,17,19,11,19,10,17,9,2,67,26,52,7,19,8,14,13,18,8,22,7,4
2026-08-06,Diablos Rojos,DRM,IRA,1,#6 SANTIAGO SCALA,1859,30.98,2,67,22,48,8,28,15,16,8,16,10,16,9,2,61,23,48,5,19,10,16,11,17,7,19,7,3
2026-08-06,Diablos Rojos,DRM,IRA,1,#9 THOMAS DRECHSEL,1716,28.6,1,64,21,49,7,27,15,16,11,14,9,16,9,2,63,24,46,7,17,8,14,12,17,8,21,8,3
2026-08-06,Diablos Rojos,DRM,IRA,1,#7 JOSE CRUZ,1299,21.65,5,46,16,29,5,15,9,10,4,14,4,14,5,2,40,15,37,5,17,5,8,9,9,5,11,6,1
2026-08-06,Diablos Rojos,DRM,IRA,1,#23 DEVON SCOTT,1250,20.83,13,51,18,34,6,19,9,9,7,13,4,11,7,2,37,14,35,5,19,4,8,9,11,6,12,4,1
2026-08-06,Diablos Rojos,DRM,IRA,1,#66 GLENN COSEY,1209,20.15,-2,38,9,31,4,20,16,17,7,13,4,14,6,1,40,13,27,3,11,11,19,5,13,3,13,9,4
2026-08-06,Diablos Rojos,DRM,IRA,1,#15 BRANDON ROBINSON,1062,17.7,-13,25,6,20,3,13,10,12,3,10,3,16,5,1,35,12,28,4,12,7,11,7,11,3,9,10,1
2026-08-06,Diablos Rojos,DRM,IRA,1,#10 BRUNO PEDRO,999,16.65,-10,31,7,23,3,15,14,16,5,10,6,16,4,0,41,16,28,4,7,5,7,5,9,2,13,10,3
2026-08-06,Diablos Rojos,DRM,IRA,1,#24 MICHAEL CARRERA,377,6.28,-10,6,0,6,0,4,6,6,1,5,0,7,1,1,16,4,11,1,6,7,11,2,5,1,2,6,0
2026-08-06,Diablos Rojos,DRM,IRA,1,#11 LUIS ANDRIASSI,117,1.95,-6,4,0,3,0,3,4,4,1,1,0,3,0,1,10,3,4,1,2,3,5,0,2,0,0,3,0
2026-08-06,Diablos Rojos,DRM,IRA,1,#12 RODRIGO DOMINGUEZ,114,1.9,-6,0,0,3,0,1,0,0,0,1,0,0,0,0,6,1,2,0,1,4,6,1,3,1,0,0,0
