date,team,team_code,opponent,size,lineup,seconds,minutes,plus_minus,pts,fgm,fga,tpm,tpa,ftm,fta,orb,drb,ast,tov,stl,blk,opp_pts,opp_fgm,opp_fga,opp_tpm,opp_tpa,opp_ftm,opp_fta,opp_orb,opp_drb,opp_ast,opp_tov,opp_stl,opp_blk
2026-07-31,Diablos Rojos,DRM,CHI,1,#9 THOMAS DRECHSEL,1681,28.02,-22,46,17,53,4,21,8,10,15,18,15,13,2,0,68,21,44,5,17,21,30,8,22,20,6,9,2
2026-07-31,Diablos Rojos,DRM,CHI,1,#23 DEVON SCOTT,1540,25.67,-10,47,17,44,4,19,9,13,11,21,17,15,2,2,57,19,46,4,15,15,22,9,18,17,6,10,2
2026-07-31,Diablos Rojos,DRM,CHI,1,#6 SANTIAGO SCALA,1476,24.6,-2,45,17,39,4,18,7,11,10,15,17,9,1,3,46,15,35,4,10,12,15,6,14,15,7,6,0
2026-07-31,Diablos Rojos,DRM,CHI,1,#66 GLENN COSEY,1434,23.9,-15,30,13,43,2,19,2,3,11,14,10,6,3,0,41,12,27,7,15,10,16,4,20,14,8,2,1
2026-07-31,Diablos Rojos,DRM,CHI,1,#12 RODRIGO DOMINGUEZ,1189,19.82,0,28,11,33,2,13,4,4,9,13,7,5,2,2,28,7,22,3,9,11,14,5,13,9,5,3,0
2026-07-31,Diablos Rojos,DRM,CHI,1,#0 YAN DJALO,1167,19.45,-13,30,9,27,2,13,10,12,8,11,10,10,2,1,42,14,24,3,8,11,19,2,10,12,5,7,1
2026-07-31,Diablos Rojos,DRM,CHI,1,#7 JOSE CRUZ,1144,19.07,-9,30,11,26,3,10,5,6,5,11,10,8,2,2,35,13,29,3,10,6,11,8,10,10,5,6,1
2026-07-31,Diablos Rojos,DRM,CHI,1,#10 BRUNO PEDRO,894,14.9,-5,28,11,28,4,11,2,3,6,5,8,2,2,0,33,10,17,6,9,7,11,3,12,11,6,2,0
2026-07-31,Diablos Rojos,DRM,CHI,1,#11 LUIS ANDRIASSI,638,10.63,-8,19,7,16,3,7,2,2,2,4,4,4,2,1,27,9,14,2,4,7,12,3,7,9,3,4,0
2026-07-31,Diablos Rojos,DRM,CHI,1,#21 PEDRO MENDOZA,575,9.58,1,19,7,16,2,8,3,5,5,5,6,3,2,2,18,6,12,2,4,4,9,3,5,5,4,3,1
2026-07-31,Diablos Rojos,DRM,CHI,2,#23 DEVON SCOTT / #9 THOMAS DRECHSEL,1060,17.67,-12,32,11,32,2,13,8,10,9,14,11,11,2,0,44,14,32,2,11,14,19,6,13,12,3,7,2
2026-07-31,Diablos Rojos,DRM,CHI,2,#23 DEVON SCOTT / #6 SANTIAGO SCALA,1043,17.38,3,34,13,26,3,13,5,9,6,13,14,9,1,2,30,10,25,2,6,8,10,3,9,11,5,6,0
2026-07-31,Diablos Rojos,DRM,CHI,2,#66 GLENN COSEY / #9 THOMAS DRECHSEL,1009,16.82,-19,18,8,32,0,13,2,2,10,11,7,5,1,0,33,9,19,5,10,10,16,2,14,11,5,2,1
