date,team,team_code,opponent,size,lineup,seconds,minutes,plus_minus,pts,fgm,fga,tpm,tpa,ftm,fta,orb,drb,ast,tov,stl,blk,opp_pts,opp_fgm,opp_fga,opp_tpm,opp_tpa,opp_ftm,opp_fta,opp_orb,opp_drb,opp_ast,opp_tov,opp_stl,opp_blk
2026-08-21,Diablos Rojos,DRM,PUE,1,#66 GLENN COSEY,2021,33.68,-5,72,23,48,12,31,14,18,5,19,13,10,3,4,77,27,56,13,25,10,15,8,18,14,6,5,1
2026-08-21,Diablos Rojos,DRM,PUE,1,#9 THOMAS DRECHSEL,1934,32.23,-8,70,22,48,12,32,14,17,5,17,14,8,2,4,78,29,54,12,24,8,10,6,18,14,5,5,1
2026-08-21,Diablos Rojos,DRM,PUE,1,#24 MICHAEL CARRERA,1869,31.15,-12,65,21,46,7,26,16,20,3,13,16,9,2,3,77,26,47,12,23,13,17,4,18,13,7,5,1
2026-08-21,Diablos Rojos,DRM,PUE,1,#23 DEVON SCOTT,1675,27.92,-2,65,22,43,11,26,10,14,5,16,12,8,2,3,67,22,47,11,21,12,17,8,15,11,3,3,1
2026-08-21,Diablos Rojos,DRM,PUE,1,#6 SANTIAGO SCALA,1459,24.32,4,55,20,40,8,23,7,7,4,14,13,7,1,3,51,18,37,7,15,8,13,4,12,10,6,3,0
2026-08-21,Diablos Rojos,DRM,PUE,1,#7 JOSE CRUZ,878,14.63,-11,28,9,18,4,11,6,10,1,6,7,5,1,3,39,13,23,7,11,6,8,1,9,7,3,3,1
2026-08-21,Diablos Rojos,DRM,PUE,1,#0 YAN DJALO,836,13.93,-2,30,12,24,5,15,1,1,4,8,3,7,1,2,32,11,25,3,6,7,12,6,7,6,4,4,0
2026-08-21,Diablos Rojos,DRM,PUE,1,#1 PAPE DIME,725,12.08,-9,19,6,17,1,11,6,6,1,4,5,5,1,2,28,11,17,3,6,3,5,0,7,6,6,4,0
2026-08-21,Diablos Rojos,DRM,PUE,1,#5 RODDY PETERS,580,9.67,-5,16,5,16,0,10,6,7,2,3,2,5,2,1,21,6,12,1,3,8,13,3,6,3,5,2,0
2026-08-21,Diablos Rojos,DRM,PUE,1,#11 LUIS ANDRIASSI,23,0.38,-5,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2,2,1,1,0,0,0,0,1,0,1,0
2026-08-21,Diablos Rojos,DRM,PUE,2,#66 GLENN COSEY / #9 THOMAS DRECHSEL,1682,28.03,-1,64,20,42,12,28,12,15,4,16,12,5,2,3,65,23,46,11,22,8,10,6,16,12,4,3,1
2026-08-21,Diablos Rojos,DRM,PUE,2,#23 DEVON SCOTT / #66 GLENN COSEY,1659,27.65,-2,63,21,42,11,26,10,14,5,16,12,8,2,3,65,22,47,11,21,10,15,8,15,11,3,3,1
2026-08-21,Diablos Rojos,DRM,PUE,2,#24 MICHAEL CARRERA / #66 GLENN COSEY,1494,24.9,-6,53,16,34,7,20,14,18,2,12,12,6,2,3,59,20,40,11,21,8,10,4,14,10,4,3,1
