date,team,team_code,opponent,size,lineup,seconds,minutes,plus_minus,pts,fgm,fga,tpm,tpa,ftm,fta,orb,drb,ast,tov,stl,blk,opp_pts,opp_fgm,opp_fga,opp_tpm,opp_tpa,opp_ftm,opp_fta,opp_orb,opp_drb,opp_ast,opp_tov,opp_stl,opp_blk
2026-08-10,Diablos Rojos,DRM,MTY,1,#24 MICHAEL CARRERA,1874,31.23,-6,67,26,55,8,23,7,8,11,20,14,14,1,1,74,24,45,8,18,18,27,5,16,8,4,6,3
2026-08-10,Diablos Rojos,DRM,MTY,1,#9 THOMAS DRECHSEL,1611,26.85,-10,53,18,41,6,17,11,14,8,14,9,9,2,1,60,20,36,8,19,12,19,4,14,5,5,3,2
2026-08-10,Diablos Rojos,DRM,MTY,1,#15 BRANDON ROBINSON,1534,25.57,-1,62,22,43,9,20,9,11,9,17,8,12,1,1,62,20,40,7,18,15,20,6,11,7,5,4,3
2026-08-10,Diablos Rojos,DRM,MTY,1,#0 YAN DJALO,1406,23.43,6,57,20,38,8,16,9,11,7,14,7,7,1,1,50,18,36,7,17,7,11,5,10,5,5,4,3
2026-08-10,Diablos Rojos,DRM,MTY,1,#6 SANTIAGO SCALA,1398,23.3,-5,49,20,46,3,17,6,7,11,16,11,10,0,0,54,18,35,6,13,12,16,4,13,4,3,4,2
2026-08-10,Diablos Rojos,DRM,MTY,1,#7 JOSE CRUZ,1236,20.6,-3,48,19,35,4,13,6,7,8,8,10,5,1,0,44,17,28,5,10,5,8,4,8,5,4,3,1
2026-08-10,Diablos Rojos,DRM,MTY,1,#66 GLENN COSEY,1143,19.05,-5,40,13,28,7,13,7,9,5,11,4,8,2,1,45,15,26,4,10,11,18,3,8,6,4,1,5
2026-08-10,Diablos Rojos,DRM,MTY,1,#23 DEVON SCOTT,1038,17.3,3,44,17,32,4,13,6,7,6,8,10,3,0,0,38,15,26,3,8,5,8,3,9,3,3,1,0
2026-08-10,Diablos Rojos,DRM,MTY,1,#10 BRUNO PEDRO,716,11.93,7,26,10,16,2,4,4,6,3,8,3,4,2,0,19,7,15,2,5,3,6,1,3,2,4,2,2
2026-08-10,Diablos Rojos,DRM,MTY,2,#24 MICHAEL CARRERA / #6 SANTIAGO SCALA,1247,20.78,-12,38,16,39,2,15,4,5,9,14,10,10,0,0,50,16,30,6,12,12,16,3,12,4,1,4,2
2026-08-10,Diablos Rojos,DRM,MTY,2,#24 MICHAEL CARRERA / #9 THOMAS DRECHSEL,1236,20.6,-8,42,15,33,5,14,7,8,6,12,8,8,1,1,48,15,27,6,14,12,19,3,11,4,3,3,1
2026-08-10,Diablos Rojos,DRM,MTY,2,#0 YAN DJALO / #15 BRANDON ROBINSON,1168,19.47,-1,46,15,31,7,15,9,11,6,11,5,6,0,1,46,16,31,7,17,7,10,5,9,4,3,3,3
2026-08-10,Diablos Rojos,DRM,MTY,2,#15 BRANDON ROBINSON / #24 MICHAEL CARRERA,1088,18.13,-6,44,17,34,7,15,3,3,8,13,6,11,1,1,50,15,29,5,12,15,20,4,8,7,2,4,2
2026-08-10,Diablos Rojos,DRM,MTY,2,#23 DEVON SCOTT / #6 SANTIAGO SCALA,1006,16.77,2,39,15,29,3,11,6,7,6,7,9,3,0,0,34,13,23,3,7,5,8,3,8,2,3,1,0
2026-08-10,Diablos Rojos,DRM,MTY,2,#24 MICHAEL CARRERA / #7 JOSE CRUZ,1005,16.75,-10,33,13,27,3,11,4,5,6,7,9,5,0,0,36,13,22,5,9,5,8,3,8,4,1,3,1
2026-08-10,Diablos Rojos,DRM,MTY,2,#6 SANTIAGO SCALA / #7 JOSE CRUZ,965,16.08,-2,36,14,28,2,11,6,7,7,6,9,4,0,0,35,13,23,5,10,4,6,4,7,2,3,3,0
2026-08-10,Diablos Rojos,DRM,MTY,2,#0 YAN DJALO / #66 GLENN COSEY,948,15.8,2,35,11,21,6,10,7,9,3,8,3,4,1,1,35,12,22,4,10,7,11,3,6,4,2,1,3
2026-08-10,Diablos Rojos,DRM,MTY,2,#15 BRANDON ROBINSON / #66 GLENN COSEY,936,15.6,-10,32,9,21,7,13,7,9,3,8,4,8,1,1,41,13,21,4,10,11,16,3,8,5,3,1,3
2026-08-10,Diablos Rojos,DRM,MTY,2,#6 SANTIAGO SCALA / #9 THOMAS DRECHSEL,914,15.23,-5,28,11,26,2,9,4,5,6,9,7,6,0,0,33,11,19,4,8,7,10,1,8,2,1,2,1
2026-08-10,Diablos Rojos,DRM,MTY,2,#23 DEVON SCOTT / #24 MICHAEL CARRERA,887,14.78,-4,33,13,27,3,11,4,5,5,7,9,3,0,0,32,12,21,3,7,5,8,2,9,3,1,1,0
2026-08-10,Diablos Rojos,DRM,MTY,2,#0 YAN DJALO / #24 MICHAEL CARRERA,880,14.67,1,32,12,25,5,10,3,3,5,11,5,7,0,1,34,11,23,5,11,7,11,3,7,4,1,4,2
2026-08-10,Diablos Rojos,DRM,MTY,2,#15 BRANDON ROBINSON / #9 THOMAS DRECHSEL,863,14.38,-3,30,9,18,5,9,7,9,3,9,3,7,1,1,32,9,21,5,13,9,12,3,6,3,3,2,1
2026-08-10,Diablos Rojos,DRM,MTY,2,#23 DEVON SCOTT / #7 JOSE CRUZ,829,13.82,3,37,14,22,3,8,6,7,3,4,9,2,0,0,29,11,17,3,6,4,6,3,5,2,3,1,0
