date,team,team_code,opponent,size,lineup,seconds,minutes,plus_minus,pts,fgm,fga,tpm,tpa,ftm,fta,orb,drb,ast,tov,stl,blk,opp_pts,opp_fgm,opp_fga,opp_tpm,opp_tpa,opp_ftm,opp_fta,opp_orb,opp_drb,opp_ast,opp_tov,opp_stl,opp_blk
2026-07-23,Diablos Rojos,DRM,AGS,3,#0 YAN DJALO / #66 GLENN COSEY / #9 THOMAS DRECHSEL,1059,17.65,1,19,8,22,2,12,1,1,8,9,5,3,0,0,17,5,16,2,9,5,6,2,7,2,2,1,3
2026-07-23,Diablos Rojos,DRM,AGS,3,#24 MICHAEL CARRERA / #66 GLENN COSEY / #7 JOSE CRUZ,290,4.83,-3,4,2,5,0,2,0,0,1,2,1,0,0,0,6,2,5,1,4,1,2,2,2,2,1,0,0
2026-07-23,Diablos Rojos,DRM,AGS,3,#24 MICHAEL CARRERA / #66 GLENN COSEY / #9 THOMAS DRECHSEL,1093,18.22,2,35,14,36,4,20,3,3,10,15,9,3,0,0,27,9,27,3,13,6,8,4,13,4,5,1,4
2026-07-23,Diablos Rojos,DRM,AGS,3,#66 GLENN COSEY / #7 JOSE CRUZ / #9 THOMAS DRECHSEL,196,3.27,-3,4,2,5,0,2,0,0,1,4,1,1,0,0,7,2,7,1,6,2,3,2,2,2,1,0,0
2026-07-23,Diablos Rojos,DRM,AGS,4,#0 YAN DJALO / #24 MICHAEL CARRERA / #66 GLENN COSEY / #7 JOSE CRUZ,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-23,Diablos Rojos,DRM,AGS,4,#0 YAN DJALO / #24 MICHAEL CARRERA / #66 GLENN COSEY / #9 THOMAS DRECHSEL,920,15.33,4,16,7,21,1,11,1,1,8,7,4,2,0,0,13,4,13,1,6,4,5,2,7,1,2,1,3
2026-07-23,Diablos Rojos,DRM,AGS,4,#0 YAN DJALO / #66 GLENN COSEY / #7 JOSE CRUZ / #9 THOMAS DRECHSEL,23,0.38,-1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,2,0,2,1,1,0,0,0,0,0,0
2026-07-23,Diablos Rojos,DRM,AGS,4,#24 MICHAEL CARRERA / #66 GLENN COSEY / #7 JOSE CRUZ / #9 THOMAS DRECHSEL,173,2.88,-2,4,2,5,0,2,0,0,1,2,1,0,0,0,6,2,5,1,4,1,2,2,2,2,1,0,0
2026-07-23,Diablos Rojos,DRM,AGS,5,#0 YAN DJALO / #24 MICHAEL CARRERA / #66 GLENN COSEY / #7 JOSE CRUZ / #9 THOMAS DRECHSEL,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-23,Diablos Rojos,DRM,AGS,1,#10 BRUNO PEDRO,720,12.0,-9,19,8,25,1,12,2,2,9,9,4,4,1,1,28,10,20,4,10,4,5,3,8,5,1,3,3
2026-07-23,Diablos Rojos,DRM,AGS,2,#0 YAN DJALO / #10 BRUNO PEDRO,547,9.12,-6,15,6,19,1,10,2,2,7,6,2,3,1,1,21,8,14,2,5,3,4,1,6,3,1,3,3
2026-07-23,Diablos Rojos,DRM,AGS,2,#10 BRUNO PEDRO / #24 MICHAEL CARRERA,475,7.92,-4,10,5,20,0,9,0,0,9,7,3,1,0,0,14,5,14,3,9,1,1,3,6,3,0,0,3
2026-07-23,Diablos Rojos,DRM,AGS,2,#10 BRUNO PEDRO / #66 GLENN COSEY,589,9.82,-9,15,6,20,1,11,2,2,7,7,2,3,1,1,24,9,16,3,7,3,4,2,7,4,1,3,3
2026-07-23,Diablos Rojos,DRM,AGS,2,#10 BRUNO PEDRO / #9 THOMAS DRECHSEL,475,7.92,-4,10,5,20,0,9,0,0,9,7,3,1,0,0,14,5,14,3,9,1,1,3,6,3,0,0,3
2026-07-23,Diablos Rojos,DRM,AGS,3,#0 YAN DJALO / #10 BRUNO PEDRO / #24 MICHAEL CARRERA,302,5.03,-1,6,3,14,0,7,0,0,7,4,1,0,0,0,7,3,8,1,4,0,0,1,4,1,0,0,3
2026-07-23,Diablos Rojos,DRM,AGS,3,#0 YAN DJALO / #10 BRUNO PEDRO / #66 GLENN COSEY,540,9.0,-6,15,6,19,1,10,2,2,7,6,2,3,1,1,21,8,14,2,5,3,4,1,6,3,1,3,3
2026-07-23,Diablos Rojos,DRM,AGS,3,#0 YAN DJALO / #10 BRUNO PEDRO / #9 THOMAS DRECHSEL,302,5.03,-1,6,3,14,0,7,0,0,7,4,1,0,0,0,7,3,8,1,4,0,0,1,4,1,0,0,3
2026-07-23,Diablos Rojos,DRM,AGS,3,#10 BRUNO PEDRO / #24 MICHAEL CARRERA / #66 GLENN COSEY,344,5.73,-4,6,3,15,0,8,0,0,7,5,1,0,0,0,10,4,10,2,6,0,0,2,5,2,0,0,3
2026-07-23,Diablos Rojos,DRM,AGS,3,#10 BRUNO PEDRO / #24 MICHAEL CARRERA / #9 THOMAS DRECHSEL,475,7.92,-4,10,5,20,0,9,0,0,9,7,3,1,0,0,14,5,14,3,9,1,1,3,6,3,0,0,3
2026-07-23,Diablos Rojos,DRM,AGS,3,#10 BRUNO PEDRO / #66 GLENN COSEY / #9 THOMAS DRECHSEL,344,5.73,-4,6,3,15,0,8,0,0,7,5,1,0,0,0,10,4,10,2,6,0,0,2,5,2,0,0,3
2026-07-23,Diablos Rojos,DRM,AGS,4,#0 YAN DJALO / #10 BRUNO PEDRO / #24 MICHAEL CARRERA / #66 GLENN COSEY,295,4.92,-1,6,3,14,0,7,0,0,7,4,1,0,0,0,7,3,8,1,4,0,0,1,4,1,0,0,3
2026-07-23,Diablos Rojos,DRM,AGS,4,#0 YAN DJALO / #10 BRUNO PEDRO / #24 MICHAEL CARRERA / #9 THOMAS DRECHSEL,302,5.03,-1,6,3,14,0,7,0,0,7,4,1,0,0,0,7,3,8,1,4,0,0,1,4,1,0,0,3
2026-07-23,Diablos Rojos,DRM,AGS,4,#0 YAN DJALO / #10 BRUNO PEDRO / #66 GLENN COSEY / #9 THOMAS DRECHSEL,295,4.92,-1,6,3,14,0,7,0,0,7,4,1,0,0,0,7,3,8,1,4,0,0,1,4,1,0,0,3
2026-07-23,Diablos Rojos,DRM,AGS,4,#10 BRUNO PEDRO / #24 MICHAEL CARRERA / #66 GLENN COSEY / #9 THOMAS DRECHSEL,344,5.73,-4,6,3,15,0,8,0,0,7,5,1,0,0,0,10,4,10,2,6,0,0,2,5,2,0,0,3
2026-07-23,Diablos Rojos,DRM,AGS,5,#0 YAN DJALO / #10 BRUNO PEDRO / #24 MICHAEL CARRERA / #66 GLENN COSEY / #9 THOMAS DRECHSEL,295,4.92,-1,6,3,14,0,7,0,0,7,4,1,0,0,0,7,3,8,1,4,0,0,1,4,1,0,0,3
2026-07-23,Diablos Rojos,DRM,AGS,2,#0 YAN DJALO / #6 SANTIAGO SCALA,934,15.57,-1,22,7,14,3,7,5,5,1,7,5,4,1,1,30,9,17,2,6,10,12,3,6,4,1,3,2
2026-07-23,Diablos Rojos,DRM,AGS,2,#10 BRUNO PEDRO / #6 SANTIAGO SCALA,376,6.27,-5,13,5,10,1,4,2,2,2,4,3,4,1,1,18,6,10,2,4,4,5,1,3,3,1,3,0
2026-07-23,Diablos Rojos,DRM,AGS,3,#0 YAN DJALO / #10 BRUNO PEDRO / #6 SANTIAGO SCALA,252,4.2,-5,9,3,5,1,3,2,2,0,2,1,3,1,1,14,5,6,1,1,3,4,0,2,2,1,3,0
2026-07-23,Diablos Rojos,DRM,AGS,3,#0 YAN DJALO / #24 MICHAEL CARRERA / #6 SANTIAGO SCALA,482,8.03,6,6,2,5,1,2,1,1,1,3,2,1,0,0,7,2,5,0,2,3,4,1,2,0,0,0,2
2026-07-23,Diablos Rojos,DRM,AGS,3,#0 YAN DJALO / #6 SANTIAGO SCALA / #9 THOMAS DRECHSEL,666,11.1,4,11,3,8,2,4,3,3,1,5,3,1,0,0,14,4,8,1,3,5,6,1,4,2,0,0,2
2026-07-23,Diablos Rojos,DRM,AGS,3,#10 BRUNO PEDRO / #24 MICHAEL CARRERA / #6 SANTIAGO SCALA,131,2.18,0,4,2,5,0,1,0,0,2,2,2,1,0,0,4,1,4,1,3,1,1,1,1,1,0,0,0
2026-07-23,Diablos Rojos,DRM,AGS,3,#10 BRUNO PEDRO / #6 SANTIAGO SCALA / #9 THOMAS DRECHSEL,131,2.18,0,4,2,5,0,1,0,0,2,2,2,1,0,0,4,1,4,1,3,1,1,1,1,1,0,0,0
2026-07-23,Diablos Rojos,DRM,AGS,4,#0 YAN DJALO / #10 BRUNO PEDRO / #24 MICHAEL CARRERA / #6 SANTIAGO SCALA,7,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-23,Diablos Rojos,DRM,AGS,4,#0 YAN DJALO / #10 BRUNO PEDRO / #6 SANTIAGO SCALA / #9 THOMAS DRECHSEL,7,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-23,Diablos Rojos,DRM,AGS,4,#0 YAN DJALO / #24 MICHAEL CARRERA / #6 SANTIAGO SCALA / #9 THOMAS DRECHSEL,482,8.03,6,6,2,5,1,2,1,1,1,3,2,1,0,0,7,2,5,0,2,3,4,1,2,0,0,0,2
2026-07-23,Diablos Rojos,DRM,AGS,4,#10 BRUNO PEDRO / #24 MICHAEL CARRERA / #6 SANTIAGO SCALA / #9 THOMAS DRECHSEL,131,2.18,0,4,2,5,0,1,0,0,2,2,2,1,0,0,4,1,4,1,3,1,1,1,1,1,0,0,0
2026-07-23,Diablos Rojos,DRM,AGS,5,#0 YAN DJALO / #10 BRUNO PEDRO / #24 MICHAEL CARRERA / #6 SANTIAGO SCALA / #9 THOMAS DRECHSEL,7,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-23,Diablos Rojos,DRM,AGS,2,#6 SANTIAGO SCALA / #66 GLENN COSEY,833,13.88,2,32,11,18,6,12,4,4,1,8,7,4,1,1,27,9,16,3,5,6,7,0,6,4,3,3,1
2026-07-23,Diablos Rojos,DRM,AGS,3,#0 YAN DJALO / #6 SANTIAGO SCALA / #66 GLENN COSEY,716,11.93,3,17,6,8,3,5,2,2,0,2,3,3,1,1,19,6,7,2,2,5,6,0,2,3,1,3,0
2026-07-23,Diablos Rojos,DRM,AGS,3,#10 BRUNO PEDRO / #6 SANTIAGO SCALA / #66 GLENN COSEY,245,4.08,-5,9,3,5,1,3,2,2,0,2,1,3,1,1,14,5,6,1,1,3,4,0,2,2,1,3,0
2026-07-23,Diablos Rojos,DRM,AGS,3,#6 SANTIAGO SCALA / #66 GLENN COSEY / #9 THOMAS DRECHSEL,448,7.47,8,21,7,12,5,9,2,2,1,6,6,1,0,0,11,4,10,2,4,1,1,0,4,2,2,0,1
2026-07-23,Diablos Rojos,DRM,AGS,4,#0 YAN DJALO / #10 BRUNO PEDRO / #6 SANTIAGO SCALA / #66 GLENN COSEY,245,4.08,-5,9,3,5,1,3,2,2,0,2,1,3,1,1,14,5,6,1,1,3,4,0,2,2,1,3,0
2026-07-23,Diablos Rojos,DRM,AGS,4,#0 YAN DJALO / #6 SANTIAGO SCALA / #66 GLENN COSEY / #9 THOMAS DRECHSEL,448,7.47,8,6,2,2,2,2,0,0,0,0,2,0,0,0,3,1,1,1,1,0,0,0,0,1,0,0,0
2026-07-23,Diablos Rojos,DRM,AGS,4,#10 BRUNO PEDRO / #6 SANTIAGO SCALA / #66 GLENN COSEY / #9 THOMAS DRECHSEL,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-23,Diablos Rojos,DRM,AGS,5,#0 YAN DJALO / #10 BRUNO PEDRO / #6 SANTIAGO SCALA / #66 GLENN COSEY / #9 THOMAS DRECHSEL,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-07-23,Diablos Rojos,DRM,AGS,1,#21 PEDRO MENDOZA,200,3.33,-2,10,3,4,2,3,2,2,0,1,1,2,1,0,12,4,8,2,5,2,2,3,1,1,1,2,0
2026-07-23,Diablos Rojos,DRM,AGS,2,#0 YAN DJALO / #21 PEDRO MENDOZA,200,3.33,-2,10,3,4,2,3,2,2,0,1,1,2,1,0,9,3,6,1,3,2,2,2,1,0,1,2,0
2026-07-23,Diablos Rojos,DRM,AGS,2,#10 BRUNO PEDRO / #21 PEDRO MENDOZA,132,2.2,-2,7,2,3,1,2,2,2,0,0,0,2,1,0,9,3,3,1,1,2,2,0,1,0,1,2,0
2026-07-23,Diablos Rojos,DRM,AGS,2,#21 PEDRO MENDOZA / #6 SANTIAGO SCALA,200,3.33,-2,7,2,3,1,2,2,2,0,1,1,2,1,0,9,3,6,1,3,2,2,2,1,0,1,2,0
2026-07-23,Diablos Rojos,DRM,AGS,2,#21 PEDRO MENDOZA / #66 GLENN COSEY,132,2.2,-2,7,2,3,1,2,2,2,0,0,0,2,1,0,9,3,3,1,1,2,2,0,1,0,1,2,0
2026-07-23,Diablos Rojos,DRM,AGS,3,#0 YAN DJALO / #10 BRUNO PEDRO / #21 PEDRO MENDOZA,132,2.2,-2,7,2,3,1,2,2,2,0,0,0,2,1,0,9,3,3,1,1,2,2,0,1,0,1,2,0
2026-07-23,Diablos Rojos,DRM,AGS,3,#0 YAN DJALO / #21 PEDRO MENDOZA / #6 SANTIAGO SCALA,200,3.33,-2,7,2,3,1,2,2,2,0,1,1,2,1,0,9,3,6,1,3,2,2,2,1,0,1,2,0
2026-07-23,Diablos Rojos,DRM,AGS,3,#0 YAN DJALO / #21 PEDRO MENDOZA / #66 GLENN COSEY,132,2.2,-2,7,2,3,1,2,2,2,0,0,0,2,1,0,9,3,3,1,1,2,2,0,1,0,1,2,0
2026-07-23,Diablos Rojos,DRM,AGS,3,#10 BRUNO PEDRO / #21 PEDRO MENDOZA / #6 SANTIAGO SCALA,132,2.2,-2,7,2,3,1,2,2,2,0,0,0,2,1,0,9,3,3,1,1,2,2,0,1,0,1,2,0
2026-07-23,Diablos Rojos,DRM,AGS,3,#10 BRUNO PEDRO / #21 PEDRO MENDOZA / #66 GLENN COSEY,132,2.2,-2,7,2,3,1,2,2,2,0,0,0,2,1,0,9,3,3,1,1,2,2,0,1,0,1,2,0
2026-07-23,Diablos Rojos,DRM,AGS,3,#21 PEDRO MENDOZA / #6 SANTIAGO SCALA / #66 GLENN COSEY,132,2.2,-2,7,2,3,1,2,2,2,0,0,0,2,1,0,9,3,3,1,1,2,2,0,1,0,1,2,0
2026-07-23,Diablos Rojos,DRM,AGS,4,#0 YAN DJALO / #10 BRUNO PEDRO / #21 PEDRO MENDOZA / #6 SANTIAGO SCALA,132,2.2,-2,7,2,3,1,2,2,2,0,0,0,2,1,0,9,3,3,1,1,2,2,0,1,0,1,2,0
2026-07-23,Diablos Rojos,DRM,AGS,4,#0 YAN DJALO / #10 BRUNO PEDRO / #21 PEDRO MENDOZA / #66 GLENN COSEY,132,2.2,-2,7,2,3,1,2,2,2,0,0,0,2,1,0,9,3,3,1,1,2,2,0,1,0,1,2,0
2026-07-23,Diablos Rojos,DRM,AGS,4,#0 YAN DJALO / #21 PEDRO MENDOZA / #6 SANTIAGO SCALA / #66 GLENN COSEY,132,2.2,-2,7,2,3,1,2,2,2,0,0,0,2,1,0,9,3,3,1,1,2,2,0,1,0,1,2,0
2026-07-23,Diablos Rojos,DRM,AGS,4,#10 BRUNO PEDRO / #21 PEDRO MENDOZA / #6 SANTIAGO SCALA / #66 GLENN COSEY,132,2.2,-2,7,2,3,1,2,2,2,0,0,0,2,1,0,9,3,3,1,1,2,2,0,1,0,1,2,0
2026-07-23,Diablos Rojos,DRM,AGS,5,#0 YAN DJALO / #10 BRUNO PEDRO / #21 PEDRO MENDOZA / #6 SANTIAGO SCALA / #66 GLENN COSEY,132,2.2,-2,7,2,3,1,2,2,2,0,0,0,2,1,0,9,3,3,1,1,2,2,0,1,0,1,2,0
2026-07-23,Diablos Rojos,DRM,AGS,2,#10 BRUNO PEDRO / #7 JOSE CRUZ,286,4.77,-6,6,3,8,0,3,0,0,2,5,3,2,0,1,12,4,9,2,5,2,3,2,3,4,0,1,0
2026-07-23,Diablos Rojos,DRM,AGS,3,#0 YAN DJALO / #10 BRUNO PEDRO / #7 JOSE CRUZ,113,1.88,-3,2,1,2,0,1,0,0,0,2,1,1,0,1,5,2,3,0,0,1,2,0,1,2,0,1,0
2026-07-23,Diablos Rojos,DRM,AGS,3,#0 YAN DJALO / #6 SANTIAGO SCALA / #7 JOSE CRUZ,233,3.88,-6,5,2,4,0,2,1,1,0,3,2,2,0,1,11,4,7,0,2,3,4,1,2,2,0,1,0
2026-07-23,Diablos Rojos,DRM,AGS,3,#10 BRUNO PEDRO / #6 SANTIAGO SCALA / #7 JOSE CRUZ,237,3.95,-3,6,3,7,0,2,0,0,2,4,3,2,0,1,9,3,7,1,3,2,3,1,2,3,0,1,0
2026-07-23,Diablos Rojos,DRM,AGS,3,#10 BRUNO PEDRO / #66 GLENN COSEY / #7 JOSE CRUZ,162,2.7,-6,2,1,3,0,2,0,0,0,3,1,1,0,1,8,3,5,1,2,1,2,1,2,3,0,1,0
2026-07-23,Diablos Rojos,DRM,AGS,3,#6 SANTIAGO SCALA / #66 GLENN COSEY / #7 JOSE CRUZ,253,4.22,-4,4,2,3,0,1,0,0,0,2,1,1,0,1,7,2,3,0,0,3,4,0,1,2,0,1,0
2026-07-23,Diablos Rojos,DRM,AGS,4,#0 YAN DJALO / #10 BRUNO PEDRO / #6 SANTIAGO SCALA / #7 JOSE CRUZ,113,1.88,-3,2,1,2,0,1,0,0,0,2,1,1,0,1,5,2,3,0,0,1,2,0,1,2,0,1,0
2026-07-23,Diablos Rojos,DRM,AGS,4,#0 YAN DJALO / #10 BRUNO PEDRO / #66 GLENN COSEY / #7 JOSE CRUZ,113,1.88,-3,2,1,2,0,1,0,0,0,2,1,1,0,1,5,2,3,0,0,1,2,0,1,2,0,1,0
2026-07-23,Diablos Rojos,DRM,AGS,4,#0 YAN DJALO / #6 SANTIAGO SCALA / #66 GLENN COSEY / #7 JOSE CRUZ,136,2.27,-3,4,2,3,0,1,0,0,0,2,1,1,0,1,7,2,3,0,0,3,4,0,1,2,0,1,0
2026-07-23,Diablos Rojos,DRM,AGS,4,#10 BRUNO PEDRO / #6 SANTIAGO SCALA / #66 GLENN COSEY / #7 JOSE CRUZ,113,1.88,-3,2,1,2,0,1,0,0,0,2,1,1,0,1,5,2,3,0,0,1,2,0,1,2,0,1,0
2026-07-23,Diablos Rojos,DRM,AGS,5,#0 YAN DJALO / #10 BRUNO PEDRO / #6 SANTIAGO SCALA / #66 GLENN COSEY / #7 JOSE CRUZ,113,1.88,-3,2,1,2,0,1,0,0,0,2,1,1,0,1,5,2,3,0,0,1,2,0,1,2,0,1,0
